fingerprint,title,author,issue,date,categories,tags,id,license,source,source-hostname,hostname,filename,has_text
9baveXWPKGgn+X0sHmipOwo38n0=,The Thrum of the Locust,Axel Hassen Taiari,Issue 64: 4th Quarter 2017,2017-09-19,Fiction,,,,https://www.abyssapexzine.com/2017/09/the-thrum-of-the-locust/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/mUuzA1+7H6QCX7yS7BWyPeK+Igs.json,TRUE
9dTTHgd3b09427RAnXeqWNZKfTo=,The Golem-Maker of Buchenwald,Douglas J Lane,Issue 59: 3rd Quarter 2016,2016-06-27,Fiction,,,,https://www.abyssapexzine.com/2016/06/the-golem-maker-of-buchenwald/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/9nLqJYGEKw4VWoZ5JsbrdivF4iE.json,TRUE
9f7J+EvU5gnxQ+vimJem2GZdIgI=,Tumbling Up,Kate MacLeod,Issue 68: 4th Quarter 2018,2018-08-28,Fiction,,,,https://www.abyssapexzine.com/2018/08/tumbling-up/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/NQgtV3VeI9YarotbnhN9sqn3aww.json,TRUE
9lfJArtTI4mnFb+WMstqzuK4aNE=,Praxitales,Nye Joell Hardy,Issue 27: 3rd Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/praxitales/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/DMzv2FdRNPRaiUMBHlgTyOh4wyg.json,TRUE
9s5zdNwjyFW5Bokix+U/DqW9pLk=,The Windfarmer’s Guest,Lucas Ahlsen,Issue 39: 3rd Quarter 2011,2011-06-28,Fiction,,,,https://www.abyssapexzine.com/2011/06/870/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/1O7Ubhr8bilEyFGM6mzUopH51rA.json,TRUE
A15jZVIOFiExRoEfKcmp7/bCEvg=,The Clockwork Swan,Emily Graham,Issue 41: 1st Quarter 2012,2011-12-29,Flash Fiction,,,,https://www.abyssapexzine.com/2011/12/969/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/3l8uR9VgPG8jmMNUt6tx1QZ+dtE.json,TRUE
A3IvS7qnrfVoCnS4DC8rddtaFck=,I’ll Be Home For Christmas,Bonnie Randall,Issue 68: 4th Quarter 2018,2018-12-24,Fiction,,,,https://www.abyssapexzine.com/2018/12/home-for-christmas/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/hFdNtm+GdnEE2NuceXALd4OJojg.json,TRUE
AQYpR+4cAWbfQe74h1FJSqFcgM0=,It’s a Perfect World After All,Russ Colson,Issue 85: 1st Quarter 2023,2023-01-01,Fiction,,,,https://www.abyssapexzine.com/2023/01/its-a-perfect-world-after-all/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Ql8IVTmdndKfhAb+IDEWJczzkZY.json,TRUE
AdU2KF9sngnQwXw4bm9SZyhxk2s=,Sea Glass,Jennifer Mason-Black,Issue 42: 2nd Quarter 2012,2012-03-28,Fiction,,,,https://www.abyssapexzine.com/2012/03/sea-glass/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/7G7SnhYaUCfWj8rkyj7j0+w8Bjk.json,TRUE
AjUuCl6H9vkBxUZS5yWP9i0JEXU=,How Greta Dies,Clay Waters,Issue 3: May/June 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-mayjune-2003-how-greta-dies/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/QpeKXb0lMDVt+hwYlG7m5YQNAF4.json,TRUE
AxSdW8A58rWyXfa9v8h3P/VEuIM=,Soup Kitchen,M. E. Owen,Issue 61: 1st Quarter 2017,2017-01-01,Fiction,,,,https://www.abyssapexzine.com/2017/01/soup-kitchen/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/5MPWXj+TtJvcoM-s7j1N4vM6ITw.json,TRUE
AxtMudEf+Pgr7l45CKmdsGc9BbU=,The Difference Between Fiction and Life ,Bruce Holland Rogers,Issue 16: 4th Quarter 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/abyss-apex-fourth-quarter-2005-the-difference-between-fiction-and-life/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/91-VMIhrOiuJLEH1b5UN1-8E53Y.json,TRUE
B+9etbG6vWJWaqQunJd0QzHsfSw=,For the Sake of Rock &amp; Roll,Josh Rountree,Issue 10: July/August/September 2004,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-julyaugust-2004-for-the-sake-of-rock-roll/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/L4XkRl4qAWUO8D8U6PiIu9hyNCo.json,TRUE
B7S66Qk2aNkrpqCKmhyEzUFEdDs=,Harlequins,Steve Carper,Issue 11: October 2004,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-october-2004-harlequins/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/fX7uqAofXjzJcALzYjT69su8VNQ.json,TRUE
B80yPXEoOzG2pOblf3DGE37lGv4=,Where a Good Town May Take Us,Andi C. Buchanan,Issue 73: 1st Quarter 2020,2020-01-01,Fiction,,,,https://www.abyssapexzine.com/2020/01/where-a-good-town-may-take-us/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/lf1KrtuNHDcpX8Q97f1xbrxDjpg.json,TRUE
BIOcMm3knlKxSoXRqBOfD3Rekw8=,In Memoriam,James Van Pelt,Issue 57: 1st Quarter 2016,2015-12-12,Fiction,,,,https://www.abyssapexzine.com/2015/12/in-memoriam/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/VrAethip4-uscsJeHI+XorARpt0.json,TRUE
BbofwcrE2zkKE6N3WEAX9cTmetM=,Invention,Jamie Mason,Issue 35: 3rd Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/invention/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/CF75be4kuEWu9aB9laPbGYACpjk.json,TRUE
BkKPBJgQOjDpOYxpM5JVFDAZmTs=,Nanoflakes,James S. Dorr,Issue 18: 2nd Quarter (April) 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/abyss-apex-second-quarter-2006-nanoflakes/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/4f192utlbchToJL3iBrLGlXbiTk.json,TRUE
BtpNxGt5ZRYZtvASGNvC5YfurA8=,One Wicker Day,Andrew S. Fuller,Issue 26: 2nd Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/one-wicker-day/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/p3-yf69n9nj8kabcBJ-Je39PIP0.json,TRUE
Bzco1D4XWRAtlbrmvyNXySP378o=,Next,Patrick Samphire,Issue 14: 2nd Quarter (April) 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/abyss-apex-second-quarter-2005-next/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Sf5CqhB1Z7mFxBMXXkWw6boDb2w.json,TRUE
CJw9wF1QpOYO3moadlvhRvIXE00=,Exactly What You Need,Brandon Crilly ,Issue 69: 1st Quarter 2019,2019-01-01,Fiction,,,,https://www.abyssapexzine.com/2019/01/exactly-what-you-need/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/wQTkT8IGdMYx2DyY8PNHMmwuxFE.json,TRUE
Cc6qL+xGn0Cqv4h5Ck239FuaLIc=,Fermi’s Plague,C. W. Johnson,Issue 38: 2nd Quarter 2011,2011-03-28,Fiction,,,,https://www.abyssapexzine.com/2011/03/fermis-plague-by-c-w-johnson/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/l9zXErwtBg3biVuUzuLAm+ea3zs.json,TRUE
Ch7UIF131dWm/vN0C3jHOuU2bls=,Skullboogie,Ville Meriläinen,Issue 65: 1st Quarter 2018,2018-01-01,Fiction,,,,https://www.abyssapexzine.com/2018/01/skullboogie/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/XxjHLH9Bvy-6Zf8fl7zSxvOXvF4.json,TRUE
Cp23FYIU+5GUdwxzMQasA1xRzJI=,Snatch Me Another,Mercurio D. Rivera,Issue 25: 1st Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/snatch-me-another/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/nMRgW86JB57vRWb6bsGtTSfjvzo.json,TRUE
CxJ0ZTp3Tzn0i+vAXYxz7FDVBpo=,Caretaker,Eden Royce,Issue 65: 1st Quarter 2018,2018-01-01,Fiction,,,,https://www.abyssapexzine.com/2018/01/caretaker/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/7H4uXZag7Hu0c6GRW7I36KiQWKE.json,TRUE
Cz3XOG+okvzlV3EBpv9BsYhBy/s=,The Info Coup,W. B. J. Williams,Issue 72: 4th Quarter 2019,2019-09-06,Fiction,,,,https://www.abyssapexzine.com/2019/09/the-info-coup/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/fzfXs-BmCue+PN9Onlm0XHdGW8M.json,TRUE
D0vEk7+/tiNqzG6ol/SZwiZJrWk=,"Sun, Moon, Stars",Abe Drayton ,Issue 48: 4th Quarter 2013,2013-09-29,Fiction,,,,https://www.abyssapexzine.com/2013/09/sun-moon-and-stars-by-abe-drayton/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/XCr49xcJCwrOB66b0ffQpdZQxn0.json,TRUE
D5aJx9PYABdgQDaeOk34+b6+m4U=,The Man Who Was Never Afraid,Brian Dolton,Issue 20: 4th Quarter 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/the-man-who-was-never-afraid/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/GR3qRjQ2LX0EZWu1OyEipK5TTak.json,TRUE
DNdJK7KogwZc5azppm1/oLKqmPk=,The Witch &amp; God’s War,Stephanie Lorée ,Issue 62: 2nd Quarter 2017,2017-03-23,Flash Fiction,,,,https://www.abyssapexzine.com/2017/03/the-witch-the-gods-war/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Czss8YoVl+714XBlJ90Hc1MRdWs.json,TRUE
DUUGDZtTNK0sDO+yeN2Mnu++bSU=,"Sweeter than Honey, Clear as a Mountain Spring",Alter S. Reiss,Issue 59: 3rd Quarter 2016,2016-06-27,Fiction,,,,https://www.abyssapexzine.com/2016/06/sweeter-than-honey-clear-as-a-mountain-spring/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/6Td0zL9dsLHIXDMGCftNB6dwi1c.json,TRUE
DaSq/HJ9H/GwNi8lJ/ucvNX93so=,The Dream of Rain ,Constance Cooper,Issue 16: 4th Quarter 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/abyss-apex-fourth-quarter-2005-the-dream-of-rain/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/m3Tu+3TKjPsFD5rs1u7Ti1Jsp7k.json,TRUE
Dbd6bif94L1HhtHnA4UgnZ7hjMQ=,The Toad’s Jewel,Cat Rambo,Issue 48: 4th Quarter 2013,2013-09-29,Fiction,,,,https://www.abyssapexzine.com/2013/09/the-toads-jewel-by-cat-rambo/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/KBC+WUE6hInzB18cs6HlORvnPfI.json,TRUE
DhBsyQYnWE6JInG9nb86uQmpAVs=,Twice-Given,Lindsey Duncan,Issue 37: 1st Quarter 2011,2010-12-28,Fiction,,,,https://www.abyssapexzine.com/2010/12/twice-given/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/PhPVLoD9W8suTZ4MDbdGHnzB7vU.json,TRUE
E1Aff9pEMW2T8MXQDq7/LcUMnKo=,Night Of The Manticore,Tony Pi,Issue 33: 1st Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/night-of-the-manticore/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/HgP3E9t41qdQTDybzrydOH+RuNc.json,TRUE
E2hTNKEJmSV9iS3NcJ3awBfHqrE=,Like Vines,Alicia Power,Issue 74: 2nd Quarter 2020,2020-03-11,Fiction,,,,https://www.abyssapexzine.com/2020/03/like-vines/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/ytz7-5BrI+FgsT6Ry+5vamq7xqc.json,TRUE
EBxYDrLSvn2YUUCb62BJLQbcQr4=,Apollo 11,Tim Myers,Issue 9: May/June 2004 All-Flash Issue,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-mayjune-2004-apollo-11/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/unlqv4YB-CbK7ub4imjEQJMDPw8.json,TRUE
EUgDBDKv9c3dQN4pLAxKV+HecUs=,Mind-Diver,Vylar Kaftan,Issue 37: 1st Quarter 2011,2010-12-28,Fiction,,,,https://www.abyssapexzine.com/2010/12/mind-diver/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/t2Epicmj6XCEJCakGHtRFEi0hgI.json,TRUE
EV4br+Ps6M9o18a60hNoT9k6Kpo=,Sunset Coda,Patrick Hurley,Issue 74: 2nd Quarter 2020,2020-03-11,Flash Fiction,,,,https://www.abyssapexzine.com/2020/03/sunset-coda/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/vJNl9z6VY00Lb11M0TT-E6yWSUY.json,TRUE
EVJzT6GQTQmQr1/yTn0oIzgvP8g=,Burning Bright,Jennifer Hykes,Issue 34: 2nd Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/burning-bright/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/I53E3WcRTz1BHZil6iYXNnO2yf4.json,TRUE
EjHhMHvTsjN22z5z2iKCYnPGgFY=,Nomad,Karl Bunker,Issue 20: 4th Quarter 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/nomad/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/zGiuxn8METNOZuqQCxDulhzJlQE.json,TRUE
EoOnK2PjlVHHTeK0EsVKq1Panv8=,Tell Me Half a Story,Jennifer Lee Rossman,Issue 77: 1st Quarter 2021,2021-01-01,Fiction,,,,https://www.abyssapexzine.com/2021/01/tell-me-half-a-story/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/huWB6fC1n+YhtMdGqyDHjUxJ9WM.json,TRUE
Erm90lUSyjCRU0gk8FaJ1OB94zA=,The Finder,Yaasha Moriah,Issue 67: 3rd Quarter 2018,2018-06-15,Flash Fiction,,,,https://www.abyssapexzine.com/2018/06/the-finder/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/2z272PJ4bpfsg0wX6tneYz+jBnE.json,TRUE
Ez68hrotN08wnlaV2OGLEnQG7eY=,Fade to Gunmetal,Jeremy Sim,Issue 49: 1st Quarter 2014,2013-12-28,Fiction,,,,https://www.abyssapexzine.com/2013/12/fade-to-gunmetal/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/vBmX9tsQou2iCniPYbD7cHpemPM.json,TRUE
FG1oGUPCOudnzaoRTV99ohk29C4=,The Ones Who Walk,Rebecca Schneider,Issue 83: 3rd Quarter 2022,2022-06-30,Fiction,,,,https://www.abyssapexzine.com/2022/06/the-ones-who-walk/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/+j5k-IhCuNpIgIBb3qVMof5kkLQ.json,TRUE
FSb9nAUTX+vU3dvrFm2AIoQEhB4=,The Galaxy’s Cube,Jeremy Szal,Issue 58: 2nd Quarter 2016,2016-03-22,Fiction,,,,https://www.abyssapexzine.com/2016/03/the-galaxys-cube/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/47dygcuS400VY5l6cSP9Ffyoaq8.json,TRUE
FTu8zaFGMrGQBUHg9NFFzHjaXbY=,Long Man,E.N. Wilson,Issue 15: 3rd Quarter 2005,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2005/abyss-apex-third-quarter-2005-long-man/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/CE6527r5UriQJTgKtY9s0whxF4Q.json,TRUE
FTuWct2FOJ7yL+dI0RutDkkvWG8=,Street Rat,Jennifer Campbell-Hicks,Issue 56: 4th Quarter 2015,2015-09-14,Fiction,,,,https://www.abyssapexzine.com/2015/09/street-rat/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/EYCNpTF0tntBNtCOZdosawnphnw.json,TRUE
FVFvBYy3Zm6xAQq/u75zJrVGcvM=,La Bel Homme Sans Merci,Chelsea Polk,Issue 4: July/August 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-julyaugust-2003-le-bel-homme-sans-merci/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/8vXAdadVBtxlXRtKHCSFw-C1MiI.json,TRUE
FVsM/9JFPLFgyPs4tJA8DpOBu/E=,Something Wild,Manfred Gabriel,Issue 38: 2nd Quarter 2011,2011-03-27,Fiction,,,,https://www.abyssapexzine.com/2011/03/something-wild/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/A7MPSXh1wZ1k+zwyQZIiEMIsDJM.json,TRUE
FXDCN9hCB4L0YesSnmicyFLyjwk=,Ten New Metaphors for Cyberspace,Cat Rambo,Issue 21: 1st Quarter 2007,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2007/ten-new-metaphors-for-cyberspace/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/4oAR1TB+P+v4GF26Ql9A3jQxCJ4.json,TRUE
FpARrhoA8NrZbxupb1t5qphz3yE=,Starlings,Michael J. DeLuca,Issue 31: 3rd Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/starlings/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/xJA+rd2Beyo4w7xoG9pJomnorTg.json,TRUE
FpjGwBdHS/2AY4Viyk8KONLkGoU=,Nine Thousand Four Hundred Ninety-Four Days,Vylar Kaftan,Issue 19: 3rd Quarter 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/nine-thousand-four-hundred-ninety-four-days/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/ckjySUGBVh8l48+tQuuu9fV+JF8.json,TRUE
FuyqvjSswiZqS92qVnOYhOLCdqw=,Escape by Other Means,Peter Hargraves,Issue 76: 4th Quarter 2020,2020-09-07,Flash Fiction,,,,https://www.abyssapexzine.com/2020/09/escape-by-other-means/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/6jQKFuptvHUxkNTMyHFuoVT9RGc.json,TRUE
GMSQQZR6a2Z0WaASATGIh7WL/6o=,The Shipwright,Stephen Kotowych,Issue 57: 1st Quarter 2016,2015-12-22,Fiction,,,,https://www.abyssapexzine.com/2015/12/the-shipwright/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/7MBGNBpOOjqfbj2EJhorRenylRI.json,TRUE
GPrZPR7+HDwtGSaHxp6yYuUQXqo=,Murder,Carl Bunker,Issue 29: 1st Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/murder/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/SYvyZVOXrYgMdYP5ZzMc9izwYV8.json,TRUE
GghG/udPadw3R2zy3vo9P2d61UE=,"The Artist, Deeply, Brushes",Ken Altabef,Issue 47: 3rd Quarter 2013,2013-06-27,Fiction,"ken altabef,dark fantasy",,,https://www.abyssapexzine.com/2013/06/the-artist-deeply-brushes/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/41apBA+MthCMr305l+LZQN5QxpA.json,TRUE
GhdVVsGktPmmaKZVBFWJ4b+HOd0=,Diminished Capacity,Andrew Zimmerman Jones,Issue 22: 2nd Quarter 2007,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2007/diminished-capacity/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/V5kSkt4qzXTQjUKGYqhgxLK9cus.json,TRUE
Gka2zCZl7kx1lvaof0FfytU19JE=,Incarnation In The Delta,Richard Foss,Issue 29: 1st Quarter 2009,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/incarnation-in-the-delta/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/O9rw4bKW1AISVvNeVwY3HVahzio.json,TRUE
GlTXgI1OWUjyF21MqgJ3LliG4pw=,The Golden Rays of the Morning Sun,Marc A. Criley,Issue 77: 1st Quarter 2021,2021-01-01,Fiction,,,,https://www.abyssapexzine.com/2021/01/the-golden-rays-of-the-morning-sun/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/83xl6uezWFP+L2lwTWpbZpjr9sg.json,TRUE
GxLpAaiOkiHgn/1TDHTqoVz4R0c=,Wikihistory,Desmond Warzel,Issue 24: 4th Quarter 2007,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2007/wikihistory/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/EorkHr-ZHaPC7j5oSKHSBZY9A9Q.json,TRUE
Gz+PpEhcPjFm7QHswECFtHqqslQ=,The Black Sheep of Vaerlosi,Desmond Warzel,Issue 34: 2nd Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/the-black-sheep-of-vaerlosi/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/S3I6KoyUQZgnXgQRerD0tCNejUw.json,TRUE
GzoyCxUXykj2/0hSKrQud+PBRXE=,Breakage,Sherri Cook Woolsey,Issue 65: 1st Quarter 2018,2018-01-01,Fiction,,,,https://www.abyssapexzine.com/2018/01/breakage/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/44e7-3cM+K7Jkv4pCFMU25o9FWI.json,TRUE
H/IJ355WXG5Qv1alM3LOqeWu+Hg=,Ars Poetica,David F. Shultz ,Issue 70: 2nd Quarter 2019,2019-03-07,Fiction,,,,https://www.abyssapexzine.com/2019/03/ars-poetica/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/jKUpmCSOwtJVZ9Db34uB0T0SAbs.json,TRUE
H/cO+zVIiezhy64Hr9R7S2TOLuo=,Love And Death In The Time Of Monsters,Frank Wu,Issue 24: 4th Quarter 2007,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2007/love-and-death-in-the-time-of-monsters/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/WV20YJwHWaYpTz8YwX76JzOizyA.json,TRUE
H16TzUQVbsGiFyKVkvEc35pPlzQ=,The Wishing Stone,Edward Greaves,Issue 33: 1st Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/the-wishing-stone/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Qq3ZXUVhhX-lCuEwla+p9fmqgkQ.json,TRUE
HCpAAUMlrz71r/5EaAUEmHBPLH0=,Aliens Love Oranges,Sue Burke,Issue 2: March/April 2003,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2003/abyss-apex-marchapril-2003-aliens-love-oranges/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/ckm-rRbz+z2BjH2gA3ET+p1wcz8.json,TRUE
HRTyI13OTiFH/3BBmgfyWq0FAj4=,Mirror Girl,Paul Carlson,Issue 32: 4th Quarter 2009,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2009/mirror-girl/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/bsMCYNVwZqD-Old-TjOa6t43uB8.json,TRUE
Hf5Bb0UvUHPVworTMox/66L1vP4=,Xenosomnambulism,Lawrence M. Schoen,Issue 26: 2nd Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/xenosomnambulism/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/SfV8xgB4h7o+FW8rwbSE2chqzDI.json,TRUE
HkW+ifrYAPPaBZPXPn8nSzllWB0=,A Fool’s Death,Lawrence M. Schoen,Issue 20: 4th Quarter 2006,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2006/a-fools-death/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/b0ijwzAL4SyUMxh2HRl2DzKUfL8.json,TRUE
HlF4EHDBOB6oHa50Xu5oH0GHn9s=,The Monks of Udom Xhai,Lavie Tidhar,Issue 34: 2nd Quarter 2010,2011-01-02,Short Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2010/the-monks-of-udom-xhai/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/xQn4BH1nVkuaTDcIypVwEV2RbcE.json,TRUE
HsHmLfDXDIRycT1GzjCONji4za0=,A Farmer Considers Geologic Time,Tim Myers,Issue 9: May/June 2004 All-Flash Issue,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2004/abyss-apex-mayjune-2004-a-farmer-considers-geologic-time/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/8+iWfKeXwNWN2wwoNXKpkUw64Ro.json,TRUE
Hxa6zz4RI4gkKXrWsVanZLzmkP8=,Doors of the Past,John Burridge,Issue 79: 3rd Quarter 2021,2021-06-04,Fiction,,,,https://www.abyssapexzine.com/2021/06/doors-of-the-past/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/6OGvo+MandE8--w9WONNjjrT6e0.json,TRUE
I4b5FHB8ufbAtKk/Ddv6DrTgM1Q=,Angry Rose’s Lament,Cat Rambo,Issue 28: 4th Quarter 2008,2011-01-02,Fiction,,,,https://www.abyssapexzine.com/archives/abyss-and-apex2008/angry-roses-lament/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/UDKQulObvVRtini8fX7W2lDBRP0.json,TRUE
IJBdI+Flf8Q3lm0nBBRFS3p4s0o=,A Pilgrim’s Tale,Bruno Lombardi,Issue 72: 4th Quarter 2019,2019-12-25,Fiction,,,,https://www.abyssapexzine.com/2019/12/a-pilgrims-tale/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/zft7sg7dP2pZ5Rg8t88EaysyEsY.json,TRUE
IU7tEEg/kmmXnlzaSKEaC8OTUak=,Remember,Leah Rhyne,Issue 50: 2nd Quarter 2014,2014-03-31,Fiction,,,,https://www.abyssapexzine.com/2014/03/remember/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/qSUM4F0PWc5fgMfagKP+rY445NU.json,TRUE
IsAVZG5NiYe0dLa44VzAucdetjI=,Crazy,Sarah A. Drew,Issue 43: 3rd Quarter 2012,2012-06-27,Fiction,,,,https://www.abyssapexzine.com/2012/06/crazy/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/Nph7izHs89ePiwR8KxSFJJPFg-8.json,TRUE
J79I8FFuwDTWE7CGi3CZrESHqPY=,Burst Mode,Patrick Lundrigan,Issue 42: 2nd Quarter 2012,2012-03-28,Fiction,,,,https://www.abyssapexzine.com/2012/03/burst-mode/,Abyss & Apex,abyssapexzine.com,./scrape/jsonfiles/lIEDo2jAh1O6Te7YYfyvZX2Cyws.json,TRUE
