fingerprint,title,author,hostname,date,categories,tags,id,license,source,source-hostname,excerpt,filename
Ud4LHYwNzTKDBh7dGB580zpE7IA=,The Society Tiger,Jeffvandermeer,weirdfictionreview.com,2013-04-02,Fiction;From the Archives,,,,https://weirdfictionreview.com/2013/04/the-society-tiger/,Weird Fiction Review,"Jean Ferry (1906−1974) was primarily a screenwriter, best known for his collaborations with Clouzot, Buñuel, Louis Malle, and Georges Franju. A satrap of the College of ‘Pataphysics, he was known in his time as the greatest specialist in the works of Proust’s neighbor Raymond Roussel. His only book of fantastical tales, The Engineer, was published in 1953 […]",./scrape/jsonfiles/pi8KF2m01ylan+wR2fyBHQwxLUY.json
56lJHq9amJp5RWostxh9FWYL7A4=,"""The Ruins of Granada"" by Ángel Ganivet",David Davis,weirdfictionreview.com,2016-09-02,Fiction,fiction;science fiction;Spanish;translated,,,https://weirdfictionreview.com/2016/09/the-ruins-of-granada/,Weird Fiction Review,"Translated by Marian Womack “The Ruins of Granada” (1899) is unique in that it is one of Spain’s first speculative fiction stories and its author, Ángel Ganivet (1865 — 1898), was known mostly for his “serious” writing which helped genre fiction enter the mainstream of Spanish literature. Early in the century, the distinction between “fantasy” and “science […]",./scrape/jsonfiles/fjpsmGfrpwczs+suDxWqgyQ9SF8.json
M1IkVg36XhOIod8bl30FyXe9oPw=,"""The Insurgent"" by Nicholas Rombes",David Davis,weirdfictionreview.com,2016-10-24,Fiction,fiction;Nicholas Rombes;weird fiction,,,https://weirdfictionreview.com/2016/10/the-insurgent/,Weird Fiction Review,"The follow story originally appeared in The Absolution of Roberto Acestes Laing by Nicholas Rombes (Two Dollar Radio, 2014). It is reprinted here with permission of its author. An interview with Rombes is also available today. The problem with The Insurgent, as Laing told me before handing it over to me, was that it had […]",./scrape/jsonfiles/jQDXxWYR4y5MkMMAIHskf5siD50.json
FMh7CmJwD+2UNe3yIan/0ycGIeY=,Excerpt: The Beak Doctor,Adam Mills,weirdfictionreview.com,2012-03-05,Fiction,,,,https://weirdfictionreview.com/2012/03/excerpt-the-beak-doctor-by-eric-basso/,Weird Fiction Review,"Weirdfictionreview.com is proud to present an excerpt from Eric Basso’s novella “The Beak Doctor,” featured in The Weird: A Compendium of Strange and Dark Stories. It is also the title work of Basso’s collection of short fiction, The Beak Doctor: Short Fiction 1972 – 1976. “The Beak Doctor” has had a cult following among avant-garde gothic writers since it was […]",./scrape/jsonfiles/eI8zDFLqkJtOgaili6EJeRrRmtY.json
KBLPDYI0vj6QvTj1SgPrzbaKRZA=,The Haunted Girl,Adam Mills,weirdfictionreview.com,2012-07-24,Fiction,,,,https://weirdfictionreview.com/2012/07/the-haunted-girl/,Weird Fiction Review,"Lisa M. Bradley has thus far lived half her life in South Texas and half in Iowa, sequentially not concurrently (alas). Her poetry ranges from haiku to epic and has appeared in numerous venues, among them, Stone Telling, Mothering, Fantastique Unfettered, and Strange Horizons. Her work has been nominated for the Dwarf Stars award, the […]",./scrape/jsonfiles/On8MGh8EIeBUbDy89C5z0K3lHt0.json
KuIcynWKRwDiGBAmf2jMXcW1srQ=,Kavar the Rat,Jeffvandermeer,weirdfictionreview.com,2011-11-01,Fiction,Edward Gauvin;Kavar the Rat;short stories;supernatural fiction;the weird;Thomas Owen;translations;weird fiction,,,https://weirdfictionreview.com/2011/11/kavar-the-rat-thomas-owen/,Weird Fiction Review,"Translated by Edward Gauvin Thomas Owen (1910−2002) is the one name regularly cited with Jean Ray as a pillar of Belgian supernatural horror, and the nom de plume of Gérald Bertot: criminal lawyer, art critic, mystery writer, and career manager of a flour plant. Thomas Ligotti has praised Owen’s “meditative and intimate prose works” as part of […]",./scrape/jsonfiles/b5kmCUZ5eazS0UhYe5nLBA0nyuk.json
r9uesGK0oTJ6JhFKjX1yuF5wKWI=,"""2099"" by Manjula Padmanabhan",David Davis,weirdfictionreview.com,2016-09-21,Fiction,fiction;india;indian writer;scifi;weird fiction,,,https://weirdfictionreview.com/2016/09/2099/,Weird Fiction Review,"Summer is officially ending today but our coverage of strange science fiction at Weird Fiction Review continues! This week we’re featuring a story by Indian author, illustrator, and journalist Manjula Padmanabhan. “2099” originally appeared in New Delhi-based news magazine Outlook magazine in 1999 as “India 2099” as part of a feature where Indian writers were asked to speculate about the next 100 years. The protagonist of “2099” is modeled after […]",./scrape/jsonfiles/LN+TBAAw0+kYsgIE+NdlkCpHgTU.json
6MpIZF8cB1cbGmCCNcxvRLrlL6M=,Lamont,Adam Mills,weirdfictionreview.com,2014-02-25,Fiction,,,,https://weirdfictionreview.com/2014/02/lamont/,Weird Fiction Review,"Anne-Sylvie Salzman is a French writer and translator of fiction and also the co-editor of the French magazine Le Visage Vert. Prior publications in French include two novels and a collection of short fiction, Lamont, the title story of which we’ve reprinted here. This translation of the story is taken from the collection Darkscapes, translated by William […]",./scrape/jsonfiles/Tso6Bo1Oed0udfoeA-hNQkS91jA.json
rLLtHMMT/ZHinpqVcsthfpX8260=,"Of the Liwat’ang Yawa, the Litok-litok and their Prey",Jeffvandermeer,weirdfictionreview.com,2012-08-20,Fiction,,,,https://weirdfictionreview.com/2012/08/of-the-liwatang-yawa-the-litok-litok-and-their-prey/,Weird Fiction Review,"Rochita Loenen-Ruiz is a Filipino writer of science fiction and fantasy. A graduate of the Clarion West Writer’s Workshop, Rochita was the recipient of the 2009 Octavia Butler Scholarship, and the first Filipina writer to attend Clarion West. Her short fiction has appeared in a variety of online and print publications, including Fantasy Magazine, Apex Magazine, and in […]",./scrape/jsonfiles/YXqWRzR-W5Wna326OBXC-PaTGdU.json
lrB1V79G2a+7hKmhrXub/zXDRzg=,"""The Disassembler Searched On"" by Dempow Torishima",David Davis,weirdfictionreview.com,2018-04-25,Fiction,Japanese;scifi;translated;translated fiction;weird fiction,,,https://weirdfictionreview.com/2018/04/the-disassembler-searched-on/,Weird Fiction Review,"The following is an excerpt from Dempow Torishima’s 2018 book Sisyphean. It is the second chapter of the title story “Sisyphean.” Be sure to also check out our interview with author Dempow Torishima. Translation by Daniel Huddleston 1 When the on-site disassembler came to the synthorgan factory carrying his packing case, he stared for a moment […]",./scrape/jsonfiles/qGA2BZ+VrA8Rl3AWZls213DCSfA.json
fFaLRDPSzBY/i0BNrTfSXAX60cA=,The Night Watchman,Adam Mills,weirdfictionreview.com,2012-04-23,Fiction,,,,https://weirdfictionreview.com/2012/04/the-night-watchman/,Weird Fiction Review,"Olympe Bhêly-Quénum (1928 — ) is a Beninese writer, journalist, literary critic, and researcher. Born in Ouidah, Benin, Bhêly-Quénum won the Grand prix littéraire de l’Afrique noire for Le Chant du lac in 1966. He moved to France in the late 1940’s and lives there today. In the 1960s he served as the editor-in-chief of the African magazine […]",./scrape/jsonfiles/+hU95F0rJU5XuFAUN0xdred0Bdw.json
LmCB2PlxaSSNm4Yem1Xa0NypDho=,The Bloat Toad,Jeffvandermeer,weirdfictionreview.com,2011-12-11,Fiction,,,,https://weirdfictionreview.com/2011/12/the-bloat-toad/,Weird Fiction Review,"Leopoldo Lugones (1874 – 1938) was an Argentine journalist and writer influenced by the Symbolists. “The Bloat Toad” (1906) is typical of his slightly off-kilter tales. This week, WFR.com is also running Larry Nolen’s essay on translating “The Bload Toad.” This new translation first appeared in ODD?, the first of an ongoing anthology series we’re […]",./scrape/jsonfiles/rEYsPFqRSbU4f6WA3wXDzspT+2w.json
09XWK7VEhFvF3JmSFJP7YMM8Q7Q=,The Engine of Desire,Adam Mills,weirdfictionreview.com,2012-12-04,Fiction,,,,https://weirdfictionreview.com/2012/12/the-engine-of-desire/,Weird Fiction Review,"Livia Llewellyn is a writer of horror, dark fantasy and erotica. A graduate of Clarion 2006, her fiction has appeared in ChiZine, Subterranean, Sybil’s Garage, PseudoPod, Apex Magazine, Postscripts, The Magazine of Bizarro Fiction, and numerous anthologies. Her first collection of short fiction, Engines of Desire: Tales of Love & Other Horrors, was published in 2011 by Lethe […]",./scrape/jsonfiles/Ai2nWr13RAVnHj5HQUi4jcnVm7Y.json
+Z11U7MVAQ66Lm3J5fgTPj5cFI4=,It's a Good Life,Jeffvandermeer,weirdfictionreview.com,2012-10-12,Fiction,,,,https://weirdfictionreview.com/2012/10/creepy-classic-its-a-good-life/,Weird Fiction Review,"Jerome Bixby (1923 — 1998) was an American short story and script writer who wrote four Star Trek episodes and helped write the story that became the classic sci-fi movie Fantastic Voyage (1966). He is most famous for the “It’s a Good Life” (1953), also made into a Twilight Zone episode and included in Twilight Zone: The Movie (1983). […]",./scrape/jsonfiles/L1vHDj2uOywmrDQlqN1rzuwtSKo.json
yjTKVTywl9W4y4Scehj6NVD3x8U=,"The Thing In: The Weeds, The Hall, The Cellar, The Jar",Jeffvandermeer,weirdfictionreview.com,2012-03-26,12 Days of Monsters;Fiction,,,,https://weirdfictionreview.com/2012/03/the-thing-in-the-weeds-the-hall-the-cellar-the-jar/,Weird Fiction Review,"Dear Monstrous Reader: For our last day of 12 Days of Monsters, we have consolidated all of our Things in one place, for a veritable explosion of…things. Three classics and a modern eccentricity we find classic… “The Thing in the Hall” by E.F. Benson “The Thing in the Weeds” by William Hope Hodgson “The Thing in the […]",./scrape/jsonfiles/IBnjibN2KyAtccM1alZvfA8U4wg.json
GgXlM4Vy4EO/6QV3BQPSHSl9VEc=,The Yellow Sign,Adam Mills,weirdfictionreview.com,2014-03-04,Fiction,,,,https://weirdfictionreview.com/2014/03/the-yellow-sign-2/,Weird Fiction Review,"Robert W. Chambers (1865−1933) is an American artist and writer best known for writing the short stories that would become the collection The King in Yellow, published in 1895 by F. Tennyson Neely Inc. The first four stories in that collection — “The Repairer of Reputations,” “The Mask,” “In the Court of the Dragon,” and the story included […]",./scrape/jsonfiles/PX+aRawkWJT50ldBLsvTITtKXPg.json
aTNXAxNDPSncuKXG6fBGZrDx6H8=,The Lost Machine: Chapter Three,David Davis,weirdfictionreview.com,2016-01-27,Fiction;The Lost Machine,,,,https://weirdfictionreview.com/2016/01/the-lost-machine-chapter-three/,Weird Fiction Review,"WFR is proud to serialize The Lost Machine in support of its author and illustrator, Richard A. Kirk. We will be reprinting the entire novel with its illustrations over the course of five weeks with a new chapter every Monday and Wednesday. Wherever possible, formatting has been made to match that available in the e‑book. This part of […]",./scrape/jsonfiles/20WVUkWLwMdzHOgr3vGkIAv-Bng.json
lrB1V79G2a+7hKmhrXub/zXDRzg=,"""The Disassembler Searched On"" by Dempow Torishima",David Davis,weirdfictionreview.com,2018-04-25,Fiction,Japanese;scifi;translated;translated fiction;weird fiction,,,https://weirdfictionreview.com/2018/04/the-disassembler-searched-on/,Weird Fiction Review,"The following is an excerpt from Dempow Torishima’s 2018 book Sisyphean. It is the second chapter of the title story “Sisyphean.” Be sure to also check out our interview with author Dempow Torishima. Translation by Daniel Huddleston 1 When the on-site disassembler came to the synthorgan factory carrying his packing case, he stared for a moment […]",./scrape/jsonfiles/4PqdLrHrPvU917QqnHuyFglASu8.json
3Qo4jgWHPBXXnvJEhxHBN9Nvilg=,Novel Excerpt: Caitlín R. Kiernan's The Drowning Girl,Jeffvandermeer,weirdfictionreview.com,2012-03-12,Fiction,,,,https://weirdfictionreview.com/2012/03/novel-excerpt-caitlin-r-kiernans-the-drowning-girl/,Weird Fiction Review,"Art copyright Michael Zulli; all rights reserved. Caitlín R. Kiernan has steadily moved beyond an early reputation as an heir to the legacy of H.P. Lovecraft and Southern Gothic literature to become one of the most original and audacious weird writers of her generation. Her new novel, The Drowning Girl, is told by India Morgan […]",./scrape/jsonfiles/DKkS3Yz1Mrx94eOolWHThs1PsCs.json
Z+rWbHqaMfxDhsA6bnlCKhXFJ5o=,The Plague,Edward Gauvin,weirdfictionreview.com,2014-06-16,Fiction,fiction;short stories;translations,,,https://weirdfictionreview.com/2014/06/the-plague/,Weird Fiction Review,"Marcel Schwob (1867−1905) was a French symbolist author, remembered for his numerous and varied short stories, literary monographs, newspaper chronicles of fin-de-siècle Paris, and linguistic tracts on medieval slang, much of which sprang from his fabled devotion to archival research. While his work has fallen into relative obscurity, it was hailed in his day by writers […]",./scrape/jsonfiles/Jt+L8UnxFknH34uhmihcozAvSXM.json
ytuF0UMPt+sJH3DZnMRNGpLMBXg=,"Creepy Classic: ""The Yellow Wallpaper""",Jeffvandermeer,weirdfictionreview.com,2011-12-05,Fiction,,,,https://weirdfictionreview.com/2011/12/creepy-classic-the-yellow-wallpaper/,Weird Fiction Review,"It is very seldom that mere ordinary people like John and myself secure ancestral halls for the summer. A colonial mansion, a hereditary estate, I would say a haunted house, and reach the height of romantic felicity — but that would be asking too much of fate! Still I will proudly declare that there is something queer about it. Else, why should it […]",./scrape/jsonfiles/oik8ZJzvSKs2o3hPHX5cIWwJKR8.json
fFaLRDPSzBY/i0BNrTfSXAX60cA=,The Night Watchman,Adam Mills,weirdfictionreview.com,2012-04-23,Fiction,,,,https://weirdfictionreview.com/2012/04/the-night-watchman/,Weird Fiction Review,"Olympe Bhêly-Quénum (1928 — ) is a Beninese writer, journalist, literary critic, and researcher. Born in Ouidah, Benin, Bhêly-Quénum won the Grand prix littéraire de l’Afrique noire for Le Chant du lac in 1966. He moved to France in the late 1940’s and lives there today. In the 1960s he served as the editor-in-chief of the African magazine […]",./scrape/jsonfiles/Mmbj8sixP-+MAvP9OhuoiMM4tsw.json
TYQErEQsCkYbo7dsiUxhNVMnDQM=,Loob,Jeffvandermeer,weirdfictionreview.com,2012-01-17,Fiction,,,,https://weirdfictionreview.com/2012/01/loob/,Weird Fiction Review,"Please see our “101 Weird Writers” feature on Bob Leman, posted to accompany this story. “Loob” reprinted with the kind permission of the Leman Estate. Our thanks as well to Jim Rockhill. — The Editors It may be that none of this happened. That is badly put. Let me say it another way: none of this will […]",./scrape/jsonfiles/lqqOo-5kgF47q8HunvXFO-l+Y18.json
EeezC5Wu1gWk69sIvjsRvtdaZ84=,Excerpt: Never Now Always by Desirina Boskovich,David Davis,weirdfictionreview.com,2017-06-19,Fiction,excerpt;fiction;memory;new release;weird fiction,,,https://weirdfictionreview.com/2017/06/excerpt-never-now-always/,Weird Fiction Review,"What follows is an excerpt from Desirina Boskovich’s debut novella Never Now Always out June 27th from Broken Eye Books. Boskovich’s short fiction has been published in Clarkesworld, Lightspeed, Nightmare, F&SF, Kaleidotrope, PodCastle, Drabblecast, and anthologies such as Aliens: Recent Encounters, The Apocalypse Triptych and Tomorrow’s Cthulhu. Her nonfiction pieces on music, literature, and culture have appeared […]",./scrape/jsonfiles/S16YSSEb78SyT+6QerOGm2r4nm4.json
pPwatuK7Qf8m/tmGbsxhK+l0mSI=,Portrait of a Chair,Adam Mills,weirdfictionreview.com,2012-12-20,Fiction,,,,https://weirdfictionreview.com/2012/12/portrait-of-a-chair/,Weird Fiction Review,"Reggie Oliver has been a professional playwright, actor, and theatre director since 1975. Besides plays, his publications include the authorised biography of Stella Gibbons, Out of the Woodshed, published by Bloomsbury in 1998, and five collections of stories of supernatural terror, of which the latest, Mrs Midnight (Tartarus 2011) has won the Children of the Night […]",./scrape/jsonfiles/Y8rgz4QYBa44GZMRmla--kf09pM.json
JmGQBqMJf6ZKcTT+9v/rkmHOC44=,A Resurrection Artist,Adam Mills,weirdfictionreview.com,2014-05-14,Fiction,,,,https://weirdfictionreview.com/2014/05/a-resurrection-artist/,Weird Fiction Review,"Christopher Barzak is the author of the Crawford Fantasy Award winning novel, One for Sorrow (Bantam, 2007), which has been made into the Sundance feature film Jamie Marks is Dead. His second novel, The Love We Share Without Knowing (Bantam, 2008), was a finalist for the Nebula and the Tiptree Awards. He is also the author of two collections: Birds and Birthdays (Aqueduct […]",./scrape/jsonfiles/OEvWxDIp6enhT2+RmOSluFaBWBE.json
BG2nbO1iuhgH/bo83RkKa7lVLFo=,The Liberators,Adam Mills,weirdfictionreview.com,2012-02-27,Fiction,,,,https://weirdfictionreview.com/2012/02/the-liberators/,Weird Fiction Review,"Kali Wallace studied earthquakes and continents as a geophysicist before leaving academia. She lives in Colorado, where she now enjoys inventing fictional worlds more than she ever liked devising equations to describe the real one. A member of the Clarion 2010 graduating class, her short fiction has appeared in The Magazine of Fantasy & Science Fiction, and she has […]",./scrape/jsonfiles/JbkrXcqeo4QyRAZg5EJn1baz0Qs.json
5V4tqhL8tHsnvi0pTUv+G4SkL9w=,The Divinity Student: Part Two,Adam Mills,weirdfictionreview.com,2013-09-12,Fiction;The Divinity Student,,,,https://weirdfictionreview.com/2013/09/the-divinity-student-part-two-2/,Weird Fiction Review,"The following is an excerpt from Michael Cisco’s novel The Divinity Student, currently available in e‑book form from Cheeky Frawg Books, in addition to several other of his novels. WFR is proud to serialize The Divinity Student in support of the author and his books, and we will be reprinting the entire novel over the […]",./scrape/jsonfiles/cBVYRNK9fdxKWkTeUtxrtuAuNF0.json
Qw/fa2iRUU8CVm/DGTkfZq5YJJI=,The Last Hour of the Bengal Tiger,Adam Mills,weirdfictionreview.com,2013-01-22,Fiction;From the Archives,,,,https://weirdfictionreview.com/2013/01/the-last-hour-of-the-bengal-tiger/,Weird Fiction Review,"Yoko Ogawa is a Japanese writer. Her stories have appeared in The New Yorker, A Public Space, and Harper’s Magazine. Since 1988, she has produced more than twenty works of fiction and nonfiction, which have been published in several countries. In 2008 her collection of three novellas, The Diving Pool, won the Shirley Jackson Award for outstanding […]",./scrape/jsonfiles/67T6mKFDEQh50MhphW1QQjEHgtg.json
TIufTDsllgEE265kTAYXMy2DyEY=,"Excerpt: ""Monster Portraits"" by Del Samatar and Sofia Samatar",David Davis,weirdfictionreview.com,2018-02-22,Fiction,illustrated fiction;sofia samatar;weird art;weird fiction,,,https://weirdfictionreview.com/2018/02/excerpt-monster-portraits-del-samatar-sofia-samatar/,Weird Fiction Review,"This excerpt is from Monster Portraits written by Sofia Samatar and illustrated by Del Samatar, which is out this week from Rose Metal Press. We’re also featuring a review by Desirina Boskovich. — The Editors The Collector of Treasures The Collector of Treasures has clever arms to hold you. The frozen chamber reeks of mice. At the witching […]",./scrape/jsonfiles/clzGAl91QKHFlLMwFu4h9jW6M5I.json
B1HV1cp9S2YMhBbvE6UHlyltqhM=,A Christmas Story,Jeffvandermeer,weirdfictionreview.com,2011-12-19,Fiction,,,,https://weirdfictionreview.com/2011/12/a-christmas-story-by-sarban/,Weird Fiction Review,Reprinted for three weeks online by kind permission of the estate of John Wall (Sarban) as represented by Ray Russell. Published in Ringstones and Other Curious Stories in 1951. All rights reserved. Tartarus Press currently offers the following titles by Sarban: Ringstones (as a physical hardback and an ebook): http://tartaruspress.com/sarbanringstones.htm The Doll Maker (as a physical hardback and […],./scrape/jsonfiles/kyuVvT4gYPpKASL0hBMFAk4WzcE.json
PnXu8P6YR95F8vUVHiziy+SiL3o=,"The Mouth, Open",Adam Mills,weirdfictionreview.com,2013-02-05,Fiction,,,,https://weirdfictionreview.com/2013/02/the-mouth-open/,Weird Fiction Review,"Aurora-winning poet Helen Marshall is an author, editor, and bibliophile. Her poetry and fiction have been published in The Chiaroscuro, Paper Crow, Abyss & Apex, Lady Churchill’s Rosebud Wristlet and Tor.com. She recently released a collection of poems entitled Skeleton Leaves from Kelp Queen Press and her collection of short stories Hair Side, Flesh Side was released […]",./scrape/jsonfiles/OUWzgbPOEZ8u2ZNfwy-7PBlPUsE.json
UERu+e4sJFM/0m/cGpxhpB1hq+k=,Annie,Adam Mills,weirdfictionreview.com,2013-02-26,Fiction,,,,https://weirdfictionreview.com/2013/02/annie/,Weird Fiction Review,"Jehanne Jean-Charles was a French fantasist noted for her deft, imaginative, and often dark stories. Her stature was enhanced significantly by two collections, Les Plumes du corbeau (1962) and Les Griffes du chat (1964), which were later republished a decade later in a single volume taking the name of the former collection. Movies have been filmed from adaptations […]",./scrape/jsonfiles/XlzN1d7t11eCnL5J4NFLGFBDjqU.json
8mu/Dlyy0CMF0uBCqMPNSBtvnx4=,Where Dead Men Go To Dream,Adam Mills,weirdfictionreview.com,2013-03-05,Fiction,,,,https://weirdfictionreview.com/2013/03/where-dead-men-go-to-dream/,Weird Fiction Review,"A. C. Wise was born and raised in Montreal, and currently lives in the Philadelphia area. Her work has appeared in publications such as Future Lovecraft, ChiZine, Clarkesworld and The Best Horror of the Year Vol. 4. In addition to her fiction, she co-edits the online ‘zine, the Journal of Unlikely Entomology, along with Bernie […]",./scrape/jsonfiles/GBCCrhxMThH7o-WL7m+oOJQf36s.json
PP03FBYRSOqEKed0VMilnjKhKsI=,Orange Dogs,David Davis,weirdfictionreview.com,2015-10-19,Fiction,Spanish;weird;weird fiction,,,https://weirdfictionreview.com/2015/10/orange-dogs/,Weird Fiction Review,"Sie warnen vor Giftigkeit[1] Looking through the threshold of the front room, his wife’s bedroom now, he caught a glimpse of her gigantic silhouette. The swollen pregnant belly seemed about to explode. The mountain of flesh, hidden under a knitted bedspread, lifted and sank, lifted and sank, to the faltering rhythm of her breathing. He put the […]",./scrape/jsonfiles/e8F2N9CeaoaQH5I4ikkMT9pVEk0.json
dUNLG3yuuiYUAKMlZQsQn3HcIdY=,The Triumph of Mechanics,David Davis,weirdfictionreview.com,2016-08-24,Fiction,German;science fiction;scifi;weird fiction,,,https://weirdfictionreview.com/2016/08/the-triumph-of-mechanics/,Weird Fiction Review,"Translated by Gio Clairval Karl Hans Strobl (1877 – 1946) was an Austrian author and editor of fantasy and weird fiction. His writing was strongly influenced by Edgar Allan Poe and Hanns Heinz Ewers, author of such weird horror classics as “The Spider.” After World War I, Strobl relocated to Germany, where he founded the magazine Der […]",./scrape/jsonfiles/d11GJvoOu697g4gBpuM6ieJ+NKw.json
1pd2Osu/nUzNUdRVum+mhYqjee4=,The Dust Enforcer,Adam Mills,weirdfictionreview.com,2012-03-24,12 Days of Monsters;Fiction,,,,https://weirdfictionreview.com/2012/03/the-dust-enforcer/,Weird Fiction Review,"Reza Negarestani is an Iranian writer and philosopher who has worked in different areas of contemporary philosophy, speculative thought, and politics. These studies inform his stories, which tend to use the shell of nonfiction forms in a Borgesian way, often as a delivery system for the weird. His most recent book is Cyclonopedia: Complicity with Anonymous Materials […]",./scrape/jsonfiles/eS8PxBLa6IX2+JPRrsTuGOrqQtE.json
Jv8vIsRWNshUAffdxVTuaXIj6s0=,The Divinity Student: Part Five,Adam Mills,weirdfictionreview.com,2013-09-23,Fiction;The Divinity Student,,,,https://weirdfictionreview.com/2013/09/the-divinity-student-part-five/,Weird Fiction Review,"The following is an excerpt from Michael Cisco’s novel The Divinity Student, currently available in e‑book form from Cheeky Frawg Books, in addition to several other of his novels. WFR is proud to serialize The Divinity Student in support of the author and his books, and we will be reprinting the entire novel over the […]",./scrape/jsonfiles/tNCd0IP3trf+xgQ2dzzbhJ0cbVg.json
P1yJEAEwkQSsj+w2Us6Gjf7dNvA=,The Receiving Tower,Adam Mills,weirdfictionreview.com,2012-06-05,Fiction,,,,https://weirdfictionreview.com/2012/06/the-receiving-tower/,Weird Fiction Review,"Matt Bell is the author of Cataclysm Baby, a novella, and How They Were Found, a collection of fiction, as well as three chapbooks, Wolf Parts, The Collectors, and How the Broken Lead the Blind. His fiction has appeared in Conjunctions, Hayden’s Ferry Review, Gulf Coast, Willow Springs, Unsaid, and American Short Fiction, and has been selected for […]",./scrape/jsonfiles/UrdeyPj28K6VgqHxZ3d9hqDa9Gk.json
Fb9wJq6paE0Qi1klJPimk5cj7h8=,The Trepanist,Adam Mills,weirdfictionreview.com,2015-12-09,Fiction,,,,https://weirdfictionreview.com/2015/12/the-trepanist/,Weird Fiction Review,"We’re delighted to present the following excerpt from Leena Krohn’s short novel Datura (trans. Anna Volmari and J. Robert Tupasela), available as part of the author’s Collected Fiction, just released by Cheeky Frawg Books (and also available as part of this StoryBundle). The novel as a whole is about a narrator who works for New Anomalist, a fringe […]",./scrape/jsonfiles/nb7S-l3sg7r2c5cvYtP0yLLjlEE.json
TSz/0RLzY0QVIBmaorVm9RE7rSs=,Novel Excerpt: Steve Rasnic Tem's Deadfall Hotel,Jeffvandermeer,weirdfictionreview.com,2012-04-16,Fiction,,,,https://weirdfictionreview.com/2012/04/novel-excerpt-steve-rasnic-tems-deadfall-hotel/,Weird Fiction Review,"Steve Rasnic Tem’s Deadfall Hotel has been keenly anticipated by weird fiction geeks for more than two decades, ever since horror icon Charles L. Grant published the story “Bloodwolf” in his anthology Shadows 9 (1986). Tem, a winner of the World Fantasy Award and British Fantasy Award, noted that the story was the seed for a much […]",./scrape/jsonfiles/nLwW1QLURqxwpC-bOUQL1-NJZEQ.json
rLLtHMMT/ZHinpqVcsthfpX8260=,"Of the Liwat’ang Yawa, the Litok-litok and their Prey",Jeffvandermeer,weirdfictionreview.com,2012-08-20,Fiction,,,,https://weirdfictionreview.com/2012/08/of-the-liwatang-yawa-the-litok-litok-and-their-prey/,Weird Fiction Review,"Rochita Loenen-Ruiz is a Filipino writer of science fiction and fantasy. A graduate of the Clarion West Writer’s Workshop, Rochita was the recipient of the 2009 Octavia Butler Scholarship, and the first Filipina writer to attend Clarion West. Her short fiction has appeared in a variety of online and print publications, including Fantasy Magazine, Apex Magazine, and in […]",./scrape/jsonfiles/z4qiDAZiDriT1G6A-qJ5jkskgx8.json
5V4tqhL8tHsnvi0pTUv+G4SkL9w=,The Divinity Student: Part Two,Adam Mills,weirdfictionreview.com,2013-09-12,Fiction;The Divinity Student,,,,https://weirdfictionreview.com/2013/09/the-divinity-student-part-two-2/,Weird Fiction Review,"The following is an excerpt from Michael Cisco’s novel The Divinity Student, currently available in e‑book form from Cheeky Frawg Books, in addition to several other of his novels. WFR is proud to serialize The Divinity Student in support of the author and his books, and we will be reprinting the entire novel over the […]",./scrape/jsonfiles/iLIxIuwdhQliRMFPXAWzADYGMr4.json
MgoA/eW6f3ggqav0lbLUj33jECQ=,"""The Horrifying Presence""",Jeffvandermeer,weirdfictionreview.com,2011-11-21,Fiction,,,,https://weirdfictionreview.com/2011/11/the-horrifying-presence/,Weird Fiction Review,"Translated by António Monteiro With many thanks to Ex Occidente Press. All rights reserved. Listen, through the silly barrier of the windowpane, black as clotted blood, to the whole apotheosis of the nasty noises of the storm. It has come from afar, from the bottom of the malevolent sea. It has stolen from the accursed shores […]",./scrape/jsonfiles/MLC2mJEsdJUTLB+YK7KRMmn56gY.json
AJTYpZeCW8R37Z+h9JkEH4xuCPA=,Song of the Black Dog,Jeffvandermeer,weirdfictionreview.com,2012-01-30,Fiction,,,,https://weirdfictionreview.com/2012/01/song-of-the-black-dog/,Weird Fiction Review,"The prolific and high-respected U.S. writer Kit Reed has stories coming out this year in Asimov’s SF Magazine and The Yale Review, and previously has appeared in Omni, the Kenyon Review, The North Anthology of American Literature, and The Magazine of Fantasy & Science Fiction Her most recent novel is Enclave. Others include Thinner Than Thou, which won an ALA Alex […]",./scrape/jsonfiles/5SgVgiHbsJfFU1Iby3GMATh1Ce8.json
lHr6iVaTxNUE/MtvUGFyo1fbtCE=,Replacements,Jeffvandermeer,weirdfictionreview.com,2012-05-21,Fiction,,,,https://weirdfictionreview.com/2012/05/replacements-by-lisa-tuttle/,Weird Fiction Review,"Lisa Tuttle (1952 — ) is an American writer of fantastical fiction who lives in Scotland. An early member of the Turkey City Writer’s Workshop, she won the 1974 John W. Campbell Award for Best New Writer in Science Fiction. Her first novel came out in 1980 and was co-written with George R. R. Martin. Since then, […]",./scrape/jsonfiles/CNsjS83iqkR2nAtWIbX-H4nVp9o.json
