fingerprint,title,author,date,series,categories,tags,id,license,comments,source,hostname,source-hostname,excerpt,filename,has_text
eFHmkU95CczEP8N6FmC0dOFKYA4=,A Different Engine,Eileen Gunn,2010-10-28,Original Fiction And Wallpaper Steampunk Fortnight,Science Fiction;Steampunk,Bruce Sterling;Eileen Gunn;Fyodor Pavlov;Original Fiction;Science Fiction;Short Fiction;Steampunk;The Difference Engine;Tor Com Original;William Gibson,40999,,,https://www.tor.com/2010/10/28/a-different-engine/,tor.com,Tor.com,"Steampunk Quartet Part the First, in fond tribute to Messrs. Gibson and Sterling’s The Difference Engine.",./scrape/jsonfiles/GCAt0cpa4rgOHN6T9I4ToDSdWZU.json,TRUE
TVpCgpnc6rfKSBqmeqC6DrAZB7M=,Day After the Cooters,Eileen Gunn,2010-10-29,Original Fiction And Wallpaper Steampunk Fortnight,Science Fiction;Steampunk,Eileen Gunn;Howard Waldrop;Lawrence Gullo;Night Of The Cooters;Original Fiction;Science Fiction;Short Fiction;Steampunk;Tor Com Original,41054,,,https://www.tor.com/2010/10/29/day-after-the-cooters/,tor.com,Tor.com,"Steampunk Quartet Part the Second, in fond tribute to Howard Waldrop’s Night of the Cooters.",./scrape/jsonfiles/d1rkMcg8uyxfTZ8F1-hIxuPHhng.json,TRUE
nu4DnelDfuQp+gjqkhiRd0YdiNo=,The Perdido Street Project,Eileen Gunn,2010-11-01,Original Fiction And Wallpaper Steampunk Fortnight,Science Fiction;Steampunk,China Mieville;Eileen Gunn;Fyodor Pavlov;Original Fiction;Perdido Street Station;Science Fiction;Short Fiction;Steampunk;Tor Com Original,41123,,,https://www.tor.com/2010/11/01/the-perdido-street-project/,tor.com,Tor.com,"Steampunk Quartet Part the Fourth, in fond tribute to China Miéville’s Perdido Street Station.",./scrape/jsonfiles/fzN6hjl5WzX2sVz0ui+824P+y6w.json,TRUE
rS6qTLSK0Cmypi2yNHjmDc72IvE=,Internal Devices,Eileen Gunn,2010-11-02,Original Fiction And Wallpaper Steampunk Fortnight,Science Fiction;Steampunk,Eileen Gunn;Infernal Devices;K W Jeter;Lawrence Gullo;Original Fiction;Science Fiction;Short Fiction;Steampunk;Tor Com Original,41173,,,https://www.tor.com/2010/11/02/internal-devices/,tor.com,Tor.com,"Steampunk Quartet Part the Third, in fond tribute to K. W. Jeter’s Infernal Devices.",./scrape/jsonfiles/CBR1GEkkHiz3I8c1jCyu4PIr6NQ.json,TRUE
Sxuzg05XXjAVh0+jXzR2fq8O/yQ=,Sacrifice of the First Sheason,Peter Orullian,2010-11-03,,Epic Fantasy;Fantasy,Epic Fantasy;Fantasy;Kekai Kotaki;Original Fiction;Peter Orullian;Short Fiction;The Vault Of Heaven;Tor Com Original,41182,,,https://www.tor.com/2010/11/03/sacrifice-of-the-first-sheason/,tor.com,Tor.com,"Palamon was part of the collective that formed the world, made its mountains, its people, its rules. When the fledgling world is threatened, only he will do whatever it takes to save it.",./scrape/jsonfiles/XbTx7wqRBK7161EyFuFpUP7kaCo.json,TRUE
oqk54Nizsm6ane0A3mTT15F7lAs=,Ponies,Kij Johnson,2010-11-17,,Fantasy,Childhood;Chris Buzelli;Edited By Patrick Nielsen Hayden;Fantasy;Kij Johnson;Original Fiction;Short Fiction;Tor Com Original,41757,,,https://www.tor.com/2010/11/17/ponies/,tor.com,Tor.com,"If you want to be friends with The Other Girls, you’re going to have to give something up; this is the way it’s always been, as long as there have been Ponies.",./scrape/jsonfiles/mWqdUgRmC1Akj0qK1Io1szSISl8.json,TRUE
bqzQWztUM/GPkzchcI6IlENoCmg=,The Green Bird,Kage Baker,2010-11-23,,Science Fiction,Jack Vance;Kage Baker;Science Fiction;Short Fiction;Songs Of The Dying Earth;Tor Books,42014,,,https://www.tor.com/2010/11/23/the-green-bird/,tor.com,Tor.com,"This story from the Jack Vance tribute anthology Songs of the Dying Earth, edited by George R.R. Martin and Gardner Dozois, is about (in author Kage Baker’s words) “a liar and thief in a doom…",./scrape/jsonfiles/bOQ2TbARthHW5F-KI910-BiCYaQ.json,TRUE
gGyWMmc1oAaNVs310oWad8v+8hI=,The Man with the Knives,Ellen Kushner,2010-12-01,,Epic Fantasy;Fantasy,Ellen Kushner;Epic Fantasy;Fantasy;Short Fiction;Swordspoint;Tom Canty;Urban Fantasy,42315,,,https://www.tor.com/2010/12/01/the-man-with-the-knives/,tor.com,Tor.com,This reprint of a story by Ellen Kushner is set in the world of her classic Swordspoint. It was originally published by Temporary Culture as a limited edition chapbook.,./scrape/jsonfiles/YTuaeUCCQK655YSRJ6MtXpzwP2E.json,TRUE
ut8WyijiMyBGDG3xb5TjHASAxt0=,Sweetheart,Abbey Mei Otis,2010-12-08,,Science Fiction,Abbey Mei Otis;Aliens;Edited By Patrick Nielsen Hayden;Greg Ruth;Original Fiction;Science Fiction;Short Fiction;Tor Com Original;Wars,42681,,,https://www.tor.com/2010/12/08/sweetheart/,tor.com,Tor.com,"Paxton and the neighbor’s kid are inseparable — sweethearts, even, and Paxton barely six. He doesn’t mind her antennae and clicking mandibles at all.",./scrape/jsonfiles/xI+MlGnptiH8si7A-QFBMWiXyT4.json,TRUE
sf38ezGBwd+LIK7nyp4Clbgg5Q0=,The Trains that Climb the Winter Tree,Michael Swanwick; Eileen Gunn,2010-12-21,,Fantasy,Childhood;Christmas;Edited By Patrick Nielsen Hayden;Eileen Gunn And Michael Swanwick;Fantasy;Gary Kelley;Horror;Original Fiction;Short Fiction;Tor Com Original,42924,,,https://www.tor.com/2010/12/21/the-trains-that-climb-the-winter-tree/,tor.com,Tor.com,"When the elves come out of the mirrors one Christmas, they send Sasha on a harrowing train trip to get back a brother she never knew she had.",./scrape/jsonfiles/Aw0c1sEmpUBUg1WnfAFe8Z819F8.json,TRUE
WHketkredLN9iQ0Zwu5k+T2cgro=,Making My Entrance Again With My Usual Flair,Ken Scholes,2011-01-12,,Humor;Science Fiction,Aliens;Edited By Patrick Nielsen Hayden;Ellen Weinstein;First Contact;Humor;Ken Scholes;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,44003,,,https://www.tor.com/2011/01/12/making-my-entrance-again-with-my-usual-flair/,tor.com,Tor.com,"When an ex-clown tries to go into the insurance business, he gets into monkey business instead.",./scrape/jsonfiles/tHgaT3g2UjvDHss4Vg7-czk2KEQ.json,TRUE
OFfG5lXgt7ghBDXtW+MKmaYKH20=,Beauty Belongs to the Flowers,Matthew Sanborn Smith,2011-01-26,,Science Fiction,Edited By Liz Gorinsky;Matthew Sanborn Smith;Original Fiction;Science Fiction;Short Fiction;Tor Com Original;Yuko Shimizu,44599,,,https://www.tor.com/2011/01/26/beauty-belongs-to-the-flowers/,tor.com,Tor.com,"In Miho’s world, nanos, plastic surgery, and robot girlfriends can fix just about anything — or break it.",./scrape/jsonfiles/l2U-irJi9KUmL1rXzBmx3SGapI4.json,TRUE
YfGwmVahk9ZqMFEks4aDy5RDKQs=,The Great Defense of Layosah,Peter Orullian,2011-02-02,,Epic Fantasy;Fantasy,Epic Fantasy;Fantasy;Kekai Kotaki;Original Fiction;Peter Orullian;Short Fiction;The Vault Of Heaven;Tor Com Original,45110,,,https://www.tor.com/2011/02/02/the-great-defense-of-layosah/,tor.com,Tor.com,Layosah has lost five sons and her husband to her kingdom’s endless wars; all she has left is an infant daughter and a dangerous idea.,./scrape/jsonfiles/7mpk3lDygla2cFVGl8wlQBQPH8E.json,TRUE
9dTUTK84+2qoIqV2CthNCgtit2M=,The Go-Slow,Nnedi Okorafor; Www Nnedi Com,2011-02-10,,Fantasy,Nnedi Okorafor,45409,,,https://www.tor.com/2011/02/10/the-go-slow/,tor.com,Tor.com,"“The Go-Slow” was first published in the mixed original-and-reprint anthology The Way of the Wizard (Prime, 2010), edited by John Joseph Adams. About the author of today's story, h…",./scrape/jsonfiles/R6gbqxUUw6ufMFe1dvWagDlsHhw.json,TRUE
1unlBNYLlMZ7u4sBwVUNAgzYGxY=,Though Smoke Shall Hide the Sun,Lee Mandelo,2011-02-14,,Fantasy;Urban Fantasy,Dave Palumbo;Lee Mandelo;Paranormal Romance;Short Fiction;Urban Fantasy;Vampire Contemporary Fantasy,45488,,,https://www.tor.com/2011/02/14/though-smoke-shall-hide-the-sun/,tor.com,Tor.com,"The government doesn’t usually hire vampires, but they’re willing to make an exception for Hilde — after all, they’ve already got pyromancer Cal on the payroll. What could g…",./scrape/jsonfiles/UWbPxWgtAYUV20MQqVpECy94VEM.json,TRUE
Hp/5F38zi6MqVLXoM4pNOozJiaU=,The Desecrator,Steven Brust,2011-03-02,,Epic Fantasy;Fantasy,Dragaera;Edited By Patrick Nielsen Hayden;Epic Fantasy;Fantasy;John Stanko;Original Fiction;Short Fiction;Steven Brust;Tor Com Original,46316,,,https://www.tor.com/2011/03/02/the-desecrator/,tor.com,Tor.com,The Desecrator by Steven Brust,./scrape/jsonfiles/19EBl+QnHBeWepJXOfiOS+z2sAo.json,TRUE
GMFvrt5VXVzq3VSfqwXuvxVmz6M=,Our Candidate,Robert Reed; Www Robertreedwriter Com,2011-03-30,,Dystopian;Science Fiction,Edited By Patrick Nielsen Hayden;Epic Fantasy;Original Fiction;Robert Reed;Science Fiction;Short Fiction;Tor Com Original,47912,,,https://www.tor.com/2011/03/30/our-candidate/,tor.com,Tor.com,Our Candidate by Robert Reed,./scrape/jsonfiles/tpuegveSiGuUAOcV3xOZozbIhBA.json,TRUE
qnhQb2VkoLBqz1hMqI07IjuUcQc=,"The Shadow War of the Night Dragons, Book One: The Dead City",John Scalzi,2011-04-01,,,Epic Fantasy;Excerpts;John Scalzi;Original Fiction;Short Fiction;Tor Com Original,47976,,,https://www.tor.com/2011/04/01/the-shadow-war-of-the-night-dragons-book-one-the-dead-city-excerpt/,tor.com,Tor.com,"The Shadow War of the Night Dragons, Book One: The Dead City (Prologue) by John Scalzi",./scrape/jsonfiles/ZHdz5gr6xsTQaZBTtLM2cc+yQN8.json,TRUE
2tE+ee4pFx6nWQvc7p9Pbwwc97c=,Sonnet: Against Entropy,John M Ford,2011-04-03,National Poetry Month 2011,Poetry,Fantasy;National Poetry Month;Poetry;Science Fiction,48074,,,https://www.tor.com/2011/04/03/sonnet-against-entropy/,tor.com,Tor.com,Sonnet: Against Entropy by John M. Ford,./scrape/jsonfiles/6PexGay7iJZJjzSLxp60BpS+TK0.json,TRUE
hlBF8LaElOlMkQGqpaeqhPKnRV4=,Chicken Little,Cory Doctorow,2011-04-06,,Science Fiction,Chicken Little;Cory Doctorow;Frederik Pohl;Gateways;Reprints;Science Fiction,48230,,,https://www.tor.com/2011/04/06/chicken-little/,tor.com,Tor.com,Chicken Little by Cory Doctorow as inspired by Frederik Pohl,./scrape/jsonfiles/dgtA0IgLjTXJfLJKQp3JQ0gS9EI.json,TRUE
Q9hsIHy9lTbIaz901H79a1IjhdY=,Twelve Steampunk Sonnets,Roz Kaveney,2011-04-10,National Poetry Month 2011,Poetry,Poetry;Roz Kaveney;Sonnets;Steampunk,48447,,,https://www.tor.com/2011/04/10/seven-steampunk-sonnets/,tor.com,Tor.com,Seven Steampunk Sonnets by Roz Kaveney for Tor.com SFF poetry month,./scrape/jsonfiles/517YqHATy91vH5OPWm2j3tI+1zM.json,TRUE
JZdCs9XVUGN2MpBG4dmT204yIBQ=,The Battle of the Round,Peter Orullian,2011-04-12,,Epic Fantasy;Fantasy,Fantasy;Original Fiction;Peter Orullian;Short Fiction;The Unremembered;The Vault Of Heaven;Tor Com Original,48525,,,https://www.tor.com/2011/04/12/battle-of-the-round/,tor.com,Tor.com,Battle of the Round by Peter Orullian,./scrape/jsonfiles/hUp8VgfEzHrPuFAtncox5x7rNsE.json,TRUE
tampy5NQbiO3hQN+irrRM1bApDA=,The Lunatics (Reprinted from Brave New Worlds),Kim Stanley Robinson,2011-04-13,Original Fiction Dystopia Week,Dystopian;Science Fiction,Brave New Worlds;Dystopia;Dystopia Week;Kim Stanley Robinson;Reprints;Science Fiction,48593,,,https://www.tor.com/2011/04/13/the-lunatics-reprinted-from-brave-new-worlds/,tor.com,Tor.com,"A reprint of The Lunatics by Kim Stanley Robinson, released in dystopia collection Brave New Worlds",./scrape/jsonfiles/UYcImd4biYVaZQ4NNzLSr7XjAbQ.json,TRUE
eLoLB4RkQ8xmCAfdcUXbupz6SB4=,Shtetl Days,Harry Turtledove,2011-04-14,Original Fiction Dystopia Week,Alternate History;Science Fiction,Dystopia;Dystopia Week;Edited By Patrick Nielsen Hayden;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,48679,,,https://www.tor.com/2011/04/14/shtetl-days/,tor.com,Tor.com,Shtetl Days by Harry Turtledove,./scrape/jsonfiles/OTHEWf3GiofnU1YVoXj2VqkJmVY.json,TRUE
I0XL0MTAB+CXKTJ1+jghQ8vzrU0=,Ragnarok,Paul Park,2011-04-17,National Poetry Month 2011,Science Fiction,Edited By Patrick Nielsen Hayden;Paul Park;Poetry;Ragnarok;Short Fiction,48810,,,https://www.tor.com/2011/04/17/ragnarok/,tor.com,Tor.com,Ragnarok by Paul Park,./scrape/jsonfiles/AoKwSnjFkDWeYLX8U86cRTsDNbg.json,TRUE
RQRNOBIDwMSE9smEaLBFwVTBBw0=,When We Were Robots in Egypt,Jo Walton,2011-04-24,National Poetry Month 2011,Poetry,Fantasy;Jo Walton;Poetry;Science Fiction,49204,,,https://www.tor.com/2011/04/24/when-we-were-robots-in-egypt/,tor.com,Tor.com,When We Were Robots in Egypt by Jo Walton,./scrape/jsonfiles/AcDI-mba1AHnUtkES3FrWrgtGzU.json,TRUE
RwyTfaTgsFJbBuOqjExAFm7GoRU=,Two From Weird Tales,Robert E Howard; John M Ford,2011-04-24,National Poetry Month 2011,Poetry,Fantasy;John M Ford;Poetry;Robert E Howard;Science Fiction,49162,,,https://www.tor.com/2011/04/24/two-from-weird-tales/,tor.com,Tor.com,Two SF poems from John M. Ford and Robert E. Howard,./scrape/jsonfiles/CNHtZAB9e9c2uPwF8ZG2U0qXCC0.json,TRUE
1tgJInezXnP2O7VbIyDZnFBPerg=,The Iron Shirts,Michael F Flynn,2011-05-04,,Alternate History;Science Fiction,Edited By Patrick Nielsen Hayden;Fantasy;Historical Fiction;Michael F Flynn;Original Fiction;Short Fiction;Stories Comics;Tor Com Original,49683,,,https://www.tor.com/2011/05/04/the-iron-shirts/,tor.com,Tor.com,The Iron Shirts by Michael F. Flynn,./scrape/jsonfiles/mb-2eBsI453rHWyxYOEVkcWffZE.json,TRUE
WUuyjEM5PuoL7OgMHUc+hvWsXKE=,Shannon’s Law,Cory Doctorow,2011-05-05,,Fantasy;Urban Fantasy,Bordertown;Cory Doctorow;Fantasy;Reprints;Short Fiction;Urban Fantasy,49795,,,https://www.tor.com/2011/05/05/shannons-law/,tor.com,Tor.com,"Shannon’s Law by Cory Doctorow, an original short story from Welcome to Bordertown",./scrape/jsonfiles/Eoo5d1C+yrBYS-ggZjWP0B4Z9no.json,TRUE
uwoJdy7IAjKKKByqRcR1hNbHrWU=,Crazy Me,James Patrick Kelly; Www Jimkelly Net,2011-05-11,,Science Fiction,Edited By Patrick Nielsen Hayden;James Patrick Kelly;Original Fiction;Science Fiction;Short Fiction;Stories Comics;Tor Com Original,50074,,,https://www.tor.com/2011/05/11/crazy-me/,tor.com,Tor.com,A Tor.com original story: Crazy Me by James Patrick Kelly,./scrape/jsonfiles/QEv9JSy0-wJfg6dcs7GxJXEnMYk.json,TRUE
tV8q/drojrTpwIAfwwrGqWQncNc=,Time Considered as a Series of Thermite Burns in No Particular Order,Damien Broderick,2011-05-25,,Science Fiction;Time Travel,Damien Broderick;Edited By Patrick Nielsen Hayden;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,50878,,,https://www.tor.com/2011/05/25/time-considered-as-a-series-of-thermite-burns-in-no-particular-order/,tor.com,Tor.com,Time Considered as a Series of Thermite Burns in No Particular Order by Damien Broderick,./scrape/jsonfiles/5pepCVSHkzQjJWrrH0ZrY-NqFOs.json,TRUE
IJxqRWNIn4PsLHiHL902GRZfv5s=,Nine-Tenths of the Law,Jenna Black,2011-05-31,,Fantasy;Urban Fantasy,Chicks Kick Butt;Excerpts;Jenna Black;Nine Tenths Of The Law;Original Fiction;Reprints,51043,,,https://www.tor.com/2011/05/31/nine-tenths-of-the-law/,tor.com,Tor.com,"Nine-Tenths of the Law, an original story by Jenna Black from the new anthology Chicks Kick Butt",./scrape/jsonfiles/dsuk3oyAEXMvW4nx7h-pD4ETwRk.json,TRUE
Rlh4IiJBIxE/y3FUKSxLOGDv5BE=,The Rook,Melinda Snodgrass,2011-06-07,Wild Cards Stories,Detective;Science Fiction,Fort Freak;George R R Martin;Melinda Snodgrass;Procedural;Reprints;Science Fiction;The Rook;Wild Cards,51476,,,https://www.tor.com/2011/06/07/the-rook/,tor.com,Tor.com,Original story The Rook by Melinda Snodgrass from Wild Cards volume Fort Freak,./scrape/jsonfiles/X37qjz2Eem9JWiY6huaIGNHM0oA.json,TRUE
inuW5/t/4vSO7I5zdQIE7j3OZYg=,"Six Months, Three Days",Charlie Jane Anders,2011-06-08,,Romantic;Science Fiction,Edited By Patrick Nielsen Hayden;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,51488,,,https://www.tor.com/2011/06/08/six-months-three-days/,tor.com,Tor.com,"Six Months, Three Days by Charlie Jane Anders",./scrape/jsonfiles/Xxst+oNnXlJyDpsioGS2luLhUZM.json,TRUE
w2Ett70x1QkToREbVawoYMK4CEM=,Earth Hour,Ken MacLeod,2011-06-22,,Cyberpunk;Science Fiction,Edited By Patrick Nielsen Hayden;Ken Macleod;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,52363,,,https://www.tor.com/2011/06/22/earth-hour/,tor.com,Tor.com,Earth Hour by Ken MacLeod,./scrape/jsonfiles/xkNHU6bVOXqQ+FG2ncrXQBljxFs.json,TRUE
8ATV3pbl4OAJEjKuHeSvNuydj5M=,Ghost Girl Takes Manhattan,Carrie Vaughn,2011-06-27,Wild Cards Stories,Fantasy,Books;Carrie Vaughn;Fantasy;Wild Cards,52574,,,https://www.tor.com/2011/06/27/ghost-girl-takes-manhattan/,tor.com,Tor.com,Ghost Girl Takes Manhattan by Carrie Vaughn,./scrape/jsonfiles/aSGLy8SvCCP8EvCXvfl9zKJQ068.json,TRUE
Ch3P+7OMvlaNektwV07PvPhv7m4=,Ch-Ch-Ch-Changes,Michael Bishop,2011-07-11,,Science Fiction,David G Hartwell;Michael Bishop;Original Fiction;Science Fiction;Short Fiction;Stories Comics;Tor Com Original,53271,,,https://www.tor.com/2011/07/11/ch-ch-ch-changes/,tor.com,Tor.com,Ch-Ch-Ch-Changes by Michael Bishop,./scrape/jsonfiles/iEhzE2lEj5LNAs92m4NYRI2Tdsk.json,TRUE
XytGc1xL0ZO217jifLo8uFZvsnc=,The Dala Horse,Michael Swanwick,2011-07-13,,Fantasy,Edited By Patrick Nielsen Hayden;Fantasy;Michael Swanwick;Original Fiction;Short Fiction;Stories Comics;Tor Com Original,53328,,,https://www.tor.com/2011/07/13/the-dala-horse/,tor.com,Tor.com,The Dala Horse by Michael Swanwick,./scrape/jsonfiles/Nj3snIaABbDe6Iyr6-GpBATKJpc.json,TRUE
QA06KzQ/Sz9kFvakzviLE5mQfoU=,The Girl Who Ruled Fairyland For a Little While,Catherynne M Valente,2011-07-27,,Fairy Tales And Folklore;Fantasy,Catherynne M Valente;Edited By Elizabeth Szabla;Fairy Tales;Original Fiction;Short Fiction;Tor Com Original,54152,,,https://www.tor.com/2011/07/27/the-girl-who-ruled-fairylandfor-a-little-while/,tor.com,Tor.com,The Girl Who Ruled FairylandFor a Little While by Catherynne M. Valente,./scrape/jsonfiles/O5ZKxYRZq9smDU0f6DPmD9hxeAI.json,TRUE
nNaR5OdzWImG7xCMEH5SShvfIek=,Journey Into The Kingdom,M Rickert,2011-08-03,,Fantasy,Fantasy;Journey Into The Kingdom;Mary Rickert;Reprints,48936,,,https://www.tor.com/2011/08/03/journey-into-the-kingdom/,tor.com,Tor.com,Journey Into The Kingdom by M. Rickert,./scrape/jsonfiles/-lgfuOkG7Girld3CMhUcwGKP9TU.json,TRUE
PhP/sSJ6KQecYim6cKIRj5JMjhI=,A Vector Alphabet of Interstellar Travel,Yoon Ha Lee,2011-08-10,,Science Fiction,Edited By Patrick Nielsen Hayden;Original Fiction;Science Fiction;Short Fiction;Stories Comics;Tor Com Original,55049,,,https://www.tor.com/2011/08/10/a-vector-alphabet-of-interstellar-travel/,tor.com,Tor.com,A Vector Alphabet of Interstellar Travel by Yoon Ha Lee,./scrape/jsonfiles/xAbpCtcpUhJFvwqDWS60Jx+WuYs.json,TRUE
Z27lpokskiHaKsWzLeJo0qHcVPM=,Swingers,Robert Reed; Www Robertreedwriter Com,2011-08-24,,Humor;Science Fiction,Edited By Patrick Nielsen Hayden;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,55684,,,https://www.tor.com/2011/08/24/swingers/,tor.com,Tor.com,Original short story Swingers by Robert Reed,./scrape/jsonfiles/ds4IiUyV1xwmSHIkltSHroG8f5k.json,TRUE
p4IUt84HTZ79l4llXKrXxJfjLRs=,Wikihistory,Desmond Warzel,2011-08-31,,Humor;Science Fiction,Desmond Warzel;Hitler;Original Fiction;Reprints;Science Fiction;Wikipedia,56047,,,https://www.tor.com/2011/08/31/wikihistory/,tor.com,Tor.com,Wikihistory by Desmond Warzel,./scrape/jsonfiles/NgFuFNqR5mCX2MtwXK47SZJlLXU.json,TRUE
QQ+5NGxgVtQvl4nIwBCGMl283sI=,Lee at the Alamo,Harry Turtledove,2011-09-07,,Alternate History;Science Fiction,Edited By Patrick Nielsen Hayden;Harry Turtledove;Original Fiction;Science Fiction;Short Fiction;Tor Com Original,56359,,,https://www.tor.com/2011/09/07/lee-at-the-alamo/,tor.com,Tor.com,Lee at the Alamo by Harry Turtledove,./scrape/jsonfiles/XC6UMq93S-AT18cbtuPw9UckPbQ.json,TRUE
6AEF5IbDJ/bvUzKLjWlW4e+Sz78=,The Lake,Tananarive Due,2011-09-13,,Fantasy,Mermaids;Monsters;Monsters Corner;Original Fiction;Reprints;Tananarive Due;The Lake,56705,,,https://www.tor.com/2011/09/13/the-lake/,tor.com,Tor.com,The Lake by Tananarive Due,./scrape/jsonfiles/Du8VgujUe1Bxv1EGxxIGv0Yrb2g.json,TRUE
uu6DqogfELQYD1pgp9aEguGkUqo=,Day One,Matthew Costello,2011-09-14,,Horror;Technothriller,Edited By Brendan Deneen;Horror;Matthew Costello;Original Fiction;Short Fiction;Thrillers;Tor Com Original,56728,,,https://www.tor.com/2011/09/14/day-one/,tor.com,Tor.com,Day One by Matthew J. Costello,./scrape/jsonfiles/zvOllcY2fSLLClP2nufLqyjZ+Ss.json,TRUE
sOniVGlQfhKdqi96wQYb5I/uzG8=,The Night Children,Alexander Gordon Smith,2011-09-21,,Historical;Young Adult,Alexander Gordon Smith;Escape From Furnace;Horror;Original Fiction;Stories Comics;The Night Children;Tor Com Original,57145,,,https://www.tor.com/2011/09/21/the-night-children/,tor.com,Tor.com,The Night Children by Alexander Gordon Smith,./scrape/jsonfiles/cQjHZxh6kfA2kd2TLNuQPCX+6c4.json,TRUE
kpcnUHmUYn7do9K6sfZgaGcLu44=,Comic Critiques: A Game of Thrones Audiobook,John Bonner,2011-09-22,,,A Game Of Thrones;A Song Of Ice And Fire;Comic Critiques;Comics;George R R Martin;Reviews,57315,,,https://www.tor.com/2011/09/22/comic-critiques-a-game-of-thrones-audiobook-2/,tor.com,Tor.com,"Presenting Comic Critiques, a new comics feature on Tor.com! Comic artist John Bonner reviews books, audio, and more, then turns his reactions into a comic strip. You can check out many more of the…",./scrape/jsonfiles/3PvHABYhvGHUSBQ1zaFHDKIo-Zk.json,TRUE
83OglvUXh2wZ9o8gj+J1j8snDM0=,Specimen 313,Jeff Strand,2011-09-27,,Science Fiction,Jeff Strand;Monsters;Monsters Corner;Original Fiction;Plants;Specimen 313,57566,,,https://www.tor.com/2011/09/27/specimen-313/,tor.com,Tor.com,Specimen 313 by Jeff Strand,./scrape/jsonfiles/NwiWC5PZ0peAjNjfY8Ic3hVfRtY.json,TRUE
hBVtiv0HWFT8b3YkVovQG3J9vh0=,The Last Mortician,Dean Haspiel; Tim Hall,2011-10-05,,,Comics;Dean Haspiel;Original Fiction;Stories;The Last Mortician;Tim Hall;Tor Com Original,58069,,,https://www.tor.com/2011/10/05/the-last-mortician/,tor.com,Tor.com,Acclaimed writer Tim Hall and Eisner-nominated and Emmy-winning cartoonist Dean Haspiel bring us a stark vision of a future in which one of humanity’s oldest professions is no longer essentia…,./scrape/jsonfiles/nctCazqdPilTKiGHc3FiyktedoY.json,TRUE
lBg26wuXfCj4bhF0f84LwOS5KWY=,Comic Critiques: Ready Player One by Ernest Cline,John Bonner,2011-10-06,,,Comic Critiques;Comics;Ernest Cline;Ready Player One;Reviews,58132,,,https://www.tor.com/2011/10/06/comic-critiques-ready-player-one-by-ernest-cline/,tor.com,Tor.com,"Every week or so, comic artist John Bonner reviews books, audio, and more, then turns his reactions into a comic strip. You can check out many more of them at Bonner’s site. Today he tackles …",./scrape/jsonfiles/TArC1MqV6Ix3LrlzrRg6UBk8tCE.json,TRUE
uX+BLHZckbQzmSPYx/Ugo52L180=,Nursery Rhyme Comics: “The Owl and The Pussy-Cat”,Craig Thompson,2011-10-06,,,Comics;Craig Thompson;First Second;Nursery Rhyme Comics;The Owl And The Pussy Cat,58150,,,https://www.tor.com/2011/10/06/nursery-rhyme-comics-the-owl-and-the-pussy-cat/,tor.com,Tor.com,"Nursery Rhyme Comics, out October 11th from First Second, features fifty classic nursery rhymes illustrated in comics form by fifty of today’s preeminent cartoonists and illustrators. Tor.com…",./scrape/jsonfiles/dL8O1IS5O7R8f2kmTLIUtB5xKUw.json,TRUE
5NVNz5iI+MjY8ln9asM8kRNsJE0=,Nursery Rhyme Comics: “The Grand Old Duke of York”,Kate Beaton,2011-10-07,,,Comics;Kate Beaton;Nursery Rhyme Comics;The Grand Old Duke Of York,58157,,,https://www.tor.com/2011/10/07/nursery-rhyme-comics-the-grand-old-duke-of-york/,tor.com,Tor.com,"Nursery Rhyme Comics, out October 11th from First Second, features fifty classic nursery rhymes illustrated in comics form by fifty of today’s preeminent cartoonists and illustrators. Tor.com…",./scrape/jsonfiles/1B3J6fLwZncClaoX6DdDf3MskZQ.json,TRUE
k8o/M9iWk1K4GTLD57lZvHI6wEY=,The Ghost of Cwmlech Manor,Delia Sherman,2011-10-07,Articles,Steampunk,Delia Sherman;Excerpts;Short Fiction;Steampunk;Steampunk Week;Written Word,58220,,,https://www.tor.com/2011/10/07/the-ghost-of-cwmlech-manor/,tor.com,Tor.com,The Ghost of Cwmlech Manor by Delia Sherman,./scrape/jsonfiles/lOmlwAs-tDJ5w7nUCJoEiYE+qXI.json,TRUE
dh//FyvQczvuWreTGknEP6iuwz8=,Nursery Rhyme Comics: “Rub-A-Dub-Dub”,Tony Millionaire,2011-10-08,,,Comics;First Second;Nursery Rhyme Comics;Rub A Dub Dub;Tony Millionaire,58192,,,https://www.tor.com/2011/10/08/nursery-rhyme-comics-rub-a-dub-dub/,tor.com,Tor.com,"Nursery Rhyme Comics, out October 11th from First Second, features fifty classic nursery rhymes illustrated in comics form by fifty of today’s preeminent cartoonists and illustrators. Tor.com…",./scrape/jsonfiles/dawcPmwwZEGunoJkiHz+-asD5zg.json,TRUE
