fingerprint,title,author,editor,date,categories,excerpt,hostname,source,source-hostname
iR6tuUp+y7r8PbwCAQY6BejQGWs=,The Guardian of Werifest Park – Carly Racklin,Carly Racklin,B Morris Allen Editor; Publisher,2019-09-27,Fantasy;Story,"The train car reeked of cigarettes and rumbled like a storm. Loud enough to drown out the voice of every passenger crammed inside it, but still Inez’s heartbeat rattled between her ears. It had sta…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/the-guardian-of-werifest-park-carly-racklin/,Metaphorosis
Mt6/lkTkb7KU/uFltSke2UpJdPI=,Ennui Tea – Ivy Grimes,Ivy Grimes,B Morris Allen Editor; Publisher,2021-10-01,Fantasy;Podcast;Story,"Estella, the seemingly ageless proprietor of Dour Power Café, hired me the day I slumped in.",metaphorosis.com,https://magazine.metaphorosis.com/story/2021/ennui-tea-ivy-grimes/,Metaphorosis
TcTOxzml9YGADeeo6xPvIGyrEl0=,Love in Its Heart – David Z. Morris,David Z. Morris,B Morris Allen Editor; Publisher,2018-02-02,Science fiction;Story,"It was the third one. The third ever, all in the same week. On the pipes, grainy handset video showed hulking masses, ungainly, asymmetrical, wobbling out of the sky. Tearing through level after le…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/love-in-its-heart-david-z-morris/,Metaphorosis
k0J8Jqog4IR9290xC4AOYGlcas4=,La Belle Dame – Sabrina N. Balmick,Sabrina N. Balmick,B Morris Allen Editor; Publisher,2016-03-04,Fantasy;Story,"The scribe met the knight on the old stone road. The castle was a couple of hours away. Three, at the speed his donkey was trotting. He’d meant to deliver his news of no news and stumble off to a b…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/la-belle-dame-sabrina-n-balmick/,Metaphorosis
41UUW3+wZ8vkNddi1EpNiUhP+aM=,Cat Play – Mari Ness,Mari Ness,B Morris Allen Editor; Publisher,2016-01-08,Fantasy;Story,"When the girl moves almost next door – across the way in our apartment complex – I lose my breath. Literally. She’s – well, gorgeous doesn’t begin to cover it. Long, incredibly rich black hair that…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/cat-play-mari-ness/,Metaphorosis
JW0mGPY5s58szDXy0tS0EJZBtf8=,Ways to Face the Firing Squad – Anna Zumbro,Anna Zumbro,B Morris Allen Editor; Publisher,2017-05-12,Science fiction;Story,"Pleadingly Marshall’s innocent. There’s been looting and worse everywhere since the missiles hit, but he’s taken nothing except a jacket he found in an abandoned car. It’s not honor that keeps him …",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/ways-to-face-the-firing-squad-anna-zumbro/,Metaphorosis
l1np1t3+l1CN1KnQV8vcYla69Ss=,Emeralds or Amethysts – Alexandra Grunberg,Alexandra Grunberg,B Morris Allen Editor; Publisher,2017-12-29,Science fiction;Story,"If Lucy could cry, she would, but she is frozen in stillness by her unnatural sleep. She can feel the soft embrace of silk sheets, she can taste the salty dryness of her tongue, and she can hear th…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/emeralds-or-amethysts-alexandra-grunberg/,Metaphorosis
VuUWn9pLZhCWOoqptV0qu3ZbPcM=,Rowboat – K. G. Anderson,K. G. Anderson,B Morris Allen Editor; Publisher,2016-02-12,Science fiction;Story,"I’ve never seen an ocean, but I grew up playing “Rowboat” in my family’s cramped living module on level C of Xinxin Colony. The worn blue carpet was the water, the concrete floor beyond it, a sandy…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/rowboat-k-g-anderson/,Metaphorosis
P+OT32dv0JSxYt9RbJCuloVQGds=,Regarding The Sainted Pirate Nicholas – Michael M. Jones,Michael M. Jones,B Morris Allen Editor; Publisher,2016-07-01,Fantasy;Story,"So there we are, in the venerable Rat King Tavern, on La Isla de los Diablos Perdidos (Lost Devils Island to you English-speakers), somewhere deep in the Emerald Sea, and it’s me and One-Handed Car…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/regarding-the-sainted-pirate-nicholas-michael-m-jones/,Metaphorosis
PvGIWuftG7slI8gEhztBq9XRm6s=,Dry Season – Caite Sajwaj,Caite Sajwaj,B Morris Allen Editor; Publisher,2021-12-10,Fantasy;Podcast;Story,The Ozarks haven’t seen rain in nearly five years.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/dry-season-caite-sajwaj/,Metaphorosis
83lxwmUsZq5gFXtG0w4bNHR2CSI=,When the Last Friend is Gone – Tris Matthews,Tris Matthews,B Morris Allen Editor; Publisher,2018-11-16,Science fiction;Story,"Butler found Pebbles dead in the morning. Each day, the moment Butler became active at 6 a.m. sharp, the little old dog’s stumpy legs would carry her over to seat herself royally in front of the en…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/when-the-last-friend-is-gone-tris-matthews/,Metaphorosis
ZNKJEVozUgAw80iUa6JaAfb5Gp4=,A Witch’s Guide to Mushrooms and Toadstools – Hannah Hulbert,Hannah Hulbert,B Morris Allen Editor; Publisher,2020-05-22,Fantasy;Podcast;Story,"I kick my way through the decomposing leaves and they cling to my skirts. Others flit around me on the dying breath of summer, adding to the carpet that already comes up to my ankle. The only sound…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/a-witchs-guide-to-mushrooms-and-toadstools-hannah-hulbert/,Metaphorosis
Jv5TfzPKFUhXFvPu60x2ZKMInp4=,Pyrrha – Antony Paschos,Antony Paschos,B Morris Allen Editor; Publisher,2020-02-07,Fantasy;Podcast;Story,"I open my eyes and see a rifle pointing at me. Well, not at me exactly. At me and Sister. Or just at Sister, I’m not sure, because the barrel is dancing in circles and zigzags. Sister’s heavy bre…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/pyrrha-antony-paschos/,Metaphorosis
P7sn9hvZdfOZBkiyCtW8szJ2eac=,Frozen in Glass – Hope Davies,Hope Davies,B Morris Allen Editor; Publisher,2022-08-26,Podcast;Science fiction;Story,"The first time Pinyit’s father showed him the orbs in the shed, he’d been so frightened that he kicked and screamed the whole way down the garden path, right up until his father crouched down in fr…",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/frozen-in-glass-hope-davies/,Metaphorosis
7HPy1aCc4p4jNN5ZsUzbSLRUBtU=,A Xenothanatologist’s Guidebook to Death Practices Among the Sapient Species of the Outer Perseus Arm of the Milky Way Galaxy – P.G. Streeter,P.G. Streeter,B Morris Allen Editor; Publisher,2022-10-14,Podcast;Science fiction;Story,"Miri, I’m on my way.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/a-xenothanatologists-guidebook-to-death-practices-among-the-sapient-species-of-the-outer-perseus-arm-of-the-milky-way-galaxy-p-g-streeter/,Metaphorosis
e2IjBApzD8bgbvrV/6FVW7sDR/Y=,A Nightingale’s Map of the City – Suzanne J. Willis,Suzanne J. Willis,B Morris Allen Editor; Publisher,2017-02-10,Fantasy;Story,"The white stone buildings of the city gleam like scattered pearls, their peaks and towers reaching for the vertiginous blue of the sky. Atop the spires and turrets and minarets, domes and curlicues…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/a-nightingales-map-of-the-city-suzanne-willis/,Metaphorosis
xuj9vsO7hmGjdK/cmJSv1Qxtfr0=,Suzy’s Friend – David Hammond,David Hammond,B Morris Allen Editor; Publisher,2018-05-18,Science fiction;Story,"From: gruntbuggly54@gmail.com To: shanover@fnal.gov Subject: Water temperature Dear Dr. Hanover, I am writing on behalf of the Octopus bimaculoides in your office aquarium whom you call Suzy. The w…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/suzys-friend-david-hammond/,Metaphorosis
BwOKJOA9IC00hrJBd+TD/Abb//U=,Hearts and Roses – Kathryn Yelinek,Kathryn Yelinek,B Morris Allen Editor; Publisher,2016-11-25,Fantasy;Story,"Every morning at exactly 8:47, three things happened: a swallow fed three nestlings in the eaves outside the mistress’s bedchamber, a rabbit nibbled grass beside the white stone driveway, and a cro…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/hearts-and-roses-kathryn-yelinek/,Metaphorosis
hcax5Oje9eTyZYwp1hzOQY1A17c=,All That Remains – Michael Gardner,Michael Gardner,B Morris Allen Editor; Publisher,2020-08-21,Podcast;Science fiction;Story,"The boy doesn’t have a name, but Father calls him Progeny. He was born underground, and grew up in near darkness. In the tunnels. Walking the spaces between compact earthen walls, buttressed interm…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/all-that-remains-michael-gardner/,Metaphorosis
ppfPgW0GRJ0qW5jwauYGlup7IDI=,Bluebird – Benjamin Cort,Benjamin Cort,B Morris Allen Editor; Publisher,2017-10-27,Science fiction;Story,"Nelson Towers spent most of his time oiling the feathers. When he had taken the job he had been enticed by the prestige, the travel, and the pay. He quickly came to realize that his work was to be …",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/bluebird-benjamin-cort/,Metaphorosis
FoCgWKu5tDMr50/yZ2YBdQ6sKdU=,My Book Report on Starlight – Joachim Heijndermans,Joachim Heijndermans,B Morris Allen Editor; Publisher,2017-11-17,Science fiction;Story,"It’s strange. The school isn’t like I imaged it would be at all. I figured it would look more like in the movies, with long hallways of lockers and posters that say things like: ‘reading is fun’ or…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/my-book-report-on-starlight-joachim-heijndermans/,Metaphorosis
wKbsNBdmLzlbCd5uMKAnhvGdQGg=,The Tick of the Clock – J.C. Pillard,J.C. Pillard,B Morris Allen Editor; Publisher,2021-10-08,Fantasy;Podcast;Story,The prince followed the sound of ticking.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/the-tick-of-the-clock-j-c-pillard/,Metaphorosis
vjR7lbC8VXoEpVDmA3P3I5XEKFQ=,The Illuminator Leaves – Molly Etta,Molly Etta,B Morris Allen Editor; Publisher,2017-06-16,Fantasy;Story,"When the Fata first found me, I was very small, and I had lost my voice. Nevertheless, she took me in, and proved both kind and cruel thereafter. I used to gesture pleas, begging for the return of …",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/the-illuminator-leaves-molly-etta/,Metaphorosis
NqjlIdJ8D5mN4f8L1PQyJm441ls=,Sonata II: Shailani – L. Chan,L. Chan,B Morris Allen Editor; Publisher,2020-02-28,Fantasy;Podcast;Serial;Story,"Allegro: Shailani This is part 2 of L. Chan’s novella, Sonata. Part 1 ran in January 2020. What has gone before: Sona has travelled north, up the lawless swathes of the Periphery of the Empire Soun…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/sonata-ii-shailani-l-chan/,Metaphorosis
sC9yNBaQqDT/EZV8XckE4cNmGlY=,The Sea Bank of Svalbard South – Octavia Cade,Octavia Cade,B Morris Allen Editor; Publisher,2016-03-11,Science fiction;Story,"Lizzy thought she’d be spared the burying of him. She’d looked for Bryan in the dark waters, in wind and rain until night fell and searching was useless. After three days she thought the sea had ta…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-sea-bank-of-svalbard-south-octavia-cade/,Metaphorosis
ROZkYBIl8qTcu/pwpGNqwEtkRXs=,The Girls Who Come Back Are Made of Metal and Glass – L’Erin Ogle,L’Erin Ogle,B Morris Allen Editor; Publisher,2019-06-28,Science fiction;Story,"“Kate’s back,” says Lucy. I look over and there Kate is, back from the dead yet again, even though there are rules about that sort of thing. No one else has ever come back more than twice. It’s lik…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/the-girls-who-come-back-are-made-of-metal-and-glass-lerin-ogle/,Metaphorosis
CgKrO2ystJqP+SzdzbRKa4yWx6c=,A Layer Thin As Breath – Thea Boodhoo,Thea Boodhoo,B Morris Allen Editor; Publisher,2019-07-12,Podcast;Science fiction;Story,"“Valley. Can you still hear me?” Julian’s voice filtered through her dying radio. The Prince of Cats was a speck of light, dimming through the gold-grey film that, atom by atom, was devouring her h…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/a-layer-thin-as-breath-thea-boodhoo/,Metaphorosis
rw5Tuqr9C5Xkg9HSUtgSLenROkw=,The Record Collector – Nathaniel Williams,Nathaniel Williams,B Morris Allen Editor; Publisher,2020-06-05,Fantasy;Podcast;Story,"The first time the house yells at them, it sounds like her husband. Eileen Ulmstead-Barris springs up in bed and looks at Preston lying next to her, motionless in his favored sleeping position—on h…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/the-record-collector-nathaniel-williams/,Metaphorosis
NNWQ+fXFxr/saMVbTa9r8bZE/us=,Cinders and Snow – Kathryn Yelinek,Kathryn Yelinek,B Morris Allen Editor; Publisher,2018-12-28,Fantasy;Story,"The prince was old before his time. Candlelight from ballroom chandeliers softened the gray in his hair. He whirled yet another eligible young lady through a minuet, his movements practiced and sur…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/cinders-and-snow-kathryn-yelinek/,Metaphorosis
2KYiuqvSMATAIl5pqEVT0aYqCA0=,Super – Yume Kitasei,Yume Kitasei,B Morris Allen Editor; Publisher,2019-10-25,Fantasy;Story,"The last time Jack Wu jumped off a building, he nearly lost an arm clipping the fire escape. Something wrong with his takeoff. Maybe it took a few seconds longer to catch an upstream or something, …",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/super-yume-kitasei/,Metaphorosis
/4pSFdcXxdMcNzX0BBcQZ1gFSVU=,The Great Contradiction – Jordan Chase-Young,Jordan Chase-Young,B Morris Allen Editor; Publisher,2021-11-26,Fantasy;Podcast;Story,Truths can be hard to accept.,metaphorosis.com,https://magazine.metaphorosis.com/story/2021/the-great-contradiction-jordan-chase-young/,Metaphorosis
VDo+QB90MdqAgQIzLpfsUPCtoMs=,What the Darkness Is – Simon Kewin,Simon Kewin,B Morris Allen Editor; Publisher,2017-09-22,Fantasy;Story,"The howls of the gore-hounds filled the night air. Vanda stopped to catch her breath. Sounds echoed off the trees, throwing noises at her from odd angles. Her pursuers were close. When they caught …",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/what-the-darkness-is-simon-kewin/,Metaphorosis
cZk0EfbevwXPDQ9mOgr7p0qym0g=,"Sorry, Sorry, Sorry, and I Love You – L’Erin Ogle",L’Erin Ogle,B Morris Allen Editor; Publisher,2018-11-23,Fantasy;Story,"The cave sits in a hillside, with its mouth yawed wide open. It is the kind of cave suited for raising the dead. Shadows move across dark spaces as the witch drags the shattered spines of small tre…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/sorry-sorry-sorry-and-i-love-you-lerin-ogle/,Metaphorosis
+k2VOw8fDEYf+ZKe1yManFfjnE0=,A Final Resting Place – Matt Hornsby,Matt Hornsby,B Morris Allen Editor; Publisher,2019-09-20,Science fiction;Story,The lander sloped down from orbit towards the jagged peninsula that leaked westwards from Earth’s great landmass. Salzmann’s eyes tracked across the surface as they broke the cloud cover. It stretc…,metaphorosis.com,https://magazine.metaphorosis.com/story/2019/a-final-resting-place-matt-hornsby/,Metaphorosis
3ckzTnN9oqm4pCGmq7xAKmLk9Q0=,The Cartographer – Caleb Warner,Caleb Warner,B Morris Allen Editor; Publisher,2016-11-04,Fantasy;Story,"Ursula The girl returned to the abandoned trailer park with a road sign strapped to her back, a sacrifice for the man in the telephone pole. Cradled by the river, the trailer park sat, rusting. The…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/the-cartographer-caleb-warner/,Metaphorosis
vsiFjX4reqj6tqTN8+NacPNLTfw=,Communication Breakdown – Andrew Knighton,Andrew Knighton,B Morris Allen Editor; Publisher,2019-07-19,Science fiction;Story,"“No.” I pushed my chair back from the conference table. I could see myself in the window opposite, Herrje’s deep night sky turning the glass wall into a giant mirror. Beyond that window was one of …",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/communication-breakdown-andrew-knighton/,Metaphorosis
u7QKvJCWTT7jABukJFxVOQkyx+o=,The Unlucky Few Who Must Not Cast – J. Tynan Burke,J. Tynan Burke,B Morris Allen Editor; Publisher,2021-11-19,Fantasy;Podcast;Story,"“Hi, my name’s Dennis, and I’m magic—”",metaphorosis.com,https://magazine.metaphorosis.com/story/2021/the-unlucky-few-who-must-not-cast-j-tynan-burke/,Metaphorosis
jgpcH+NjM45QwYMkdvq8w29Bv2M=,One for the Wounded – Phoenix Alexander,Phoenix Alexander,B Morris Allen Editor; Publisher,2019-05-10,Fantasy;Podcast;Story,"“Minutes… they are the easiest to kill,” he whispered. His voice was thick with the drowsiness of spent passion; I thought he had fallen asleep, and felt grateful that he was staying awake with me …",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/one-for-the-wounded-phoenix-alexander/,Metaphorosis
M7WYz0gawmH8xBcLZgVoNyNKU2w=,Oven Game – Paul A. Hamilton,Paul A. Hamilton,B Morris Allen Editor; Publisher,2017-08-18,Fantasy;Story,"The oven door creaks open, revealing the grimy, sweat-tracked face of a girl just past her seventh birthday. Opening an oven from the inside is difficult for a child, but Drea Kane has had practice…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/oven-game-paul-a-hamilton/,Metaphorosis
MzgBXNf2mN3yNdIkkGJUlqnY5lw=,The Dragon and the Unicorn – Wade Dargin,Wade Dargin,B Morris Allen Editor; Publisher,2022-04-01,Podcast;Science fiction;Story,The runner from the temple finds her scavenging for stray pieces of coal along the tracks outside the railyard.,metaphorosis.com,https://magazine.metaphorosis.com/story/2022/the-dragon-and-the-unicorn-wade-dargin/,Metaphorosis
LuxP6whsB9AuBy5c7tC6qzlfg54=,Always Dawn to Forever Night – Luke Elliott,Luke Elliott,B Morris Allen Editor; Publisher,2018-03-02,Fantasy;Story,"Pwela woke to a chill unknown in the Forest of Always Dawn. Tar and peat filled the air, undercutting the perpetual crispness. She shot to her bare feet. While she slept, the Rot Thing had stolen h…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/always-dawn-to-forever-night-luke-elliott/,Metaphorosis
5kTXBLR7eBOglWFHqjb/vP9tCFM=,A Death in New York – Allison Brice,Allison Brice,B Morris Allen Editor; Publisher,2020-11-20,Fantasy;Podcast;Story,There are decisions that we know immediately are good.,metaphorosis.com,https://magazine.metaphorosis.com/story/2020/a-death-in-new-york-allison-brice/,Metaphorosis
epr2nxcginNKQB54QSs4H9dRm7o=,"From a Mother to Her Daughter, on the Eve of Her Wedding – Elliott Gish",Elliott Gish,B Morris Allen Editor; Publisher,2022-05-20,Fantasy;Podcast;Science fiction;Story,"May 8, 1888 My dearest Louisa,",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/from-a-mother-to-her-daughter-on-the-eve-of-her-wedding-elliott-gish/,Metaphorosis
DtkhIlCyp4H24DFV/8P06jZ13bQ=,Be Prepared to Shoot the Nanny – Rachel Kolar,Rachel Kolar,B Morris Allen Editor; Publisher,2017-01-20,Science fiction;Story,"By the time her husband came downstairs, Miranda was nearly frantic trying to find a kill switch for the nanny. “Katie got herself eaten over the weekend,” she said without looking up, her fingers …",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/be-prepared-to-shoot-the-nanny-rachel-kolar/,Metaphorosis
X3EXv+PNRTYY2yyEdNO1/gc39eM=,HOPper – Charlotte H. Lee,Charlotte H. Lee,B Morris Allen Editor; Publisher,2017-07-21,Science fiction;Story,"HOPper shut off the light as his mistress left the kitchen, scrubbing at her eyes while she made her way down the hallway to the bedrooms. Just as Vanessa reached the girls’ door, he dimmed the hal…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/hopper-charlotte-h-lee/,Metaphorosis
Qj65GhN0EUIJP2/b5hszC753Gos=,The Diary of Thisne Ome – Thomas Ouphe,Thomas Ouphe,B Morris Allen Editor; Publisher,2022-02-25,Fantasy;Podcast;Story,"Warden’s Day. Of all the days, she chose Warden’s Day.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/the-diary-of-thisne-ome-thomas-ouphe/,Metaphorosis
rpgtuCtD238ej9hfie6A6E2PHrM=,Notes Towards a New Fairytale – Patrick Doerksen,Patrick Doerksen,B Morris Allen Editor; Publisher,2017-11-03,Fantasy;Story,"When I was fourteen, my mother sent me off for the summer to my Opa’s farm. The idea was to get out of Canada, see a little bit of the world, and learn a bit of German while my brain was yet plasti…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/notes-towards-a-new-fairytale-patrick-doerksen/,Metaphorosis
AYoWJkUdoqs5Kuj96vsK0ZW1CMc=,Nana Naoko’s Garden – Michael Gardner,Michael Gardner,B Morris Allen Editor; Publisher,2018-10-12,Fantasy;Story,"I pushed the little girl on the rope swing, guessing she couldn’t be more than seven, knowing she was my mother. The swing groaned as it arced forward, then back, the rope twisting against the boug…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/nana-naokos-garden-michael-gardner/,Metaphorosis
HPKr5dahBsyhYhzKrc7YBvlsrY0=,Somewhere to be Going – Katrina Smith,Katrina Smith,B Morris Allen Editor; Publisher,2019-05-03,Podcast;Science fiction;Story,"The changeling boy goes to space in a ship of his own making. Late at night, as the house sleeps, he labors over steel and circuits in his father’s garage. Next to the classic Tesla S and the mid 2…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/somewhere-to-be-going-katrina-smith/,Metaphorosis
5pbtBKozDjOYw29QSB+HZsidR40=,Magical Whistleblower Tells All – Michael Sherrin,Michael Sherrin,B Morris Allen Editor; Publisher,2020-01-10,Fantasy;Podcast;Story,"August 19 FLYING MAN CLAIMS MAGIC IS REAL London – Magic exists, says Thaddeus Seams, 37. Mr. Seams claims to be a wizard belonging to a secret society with real magical abilities. Monday morning, …",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/magical-whistleblower-tells-all-michael-sherrin/,Metaphorosis
gIOtrAmkXQmuJrKu8nxzV6C0j2c=,Mean Streak – L’Erin Ogle,L’Erin Ogle,B Morris Allen Editor; Publisher,2019-02-22,Fantasy;Story,"The air is dry and brisk, the leaves curled at the edges and hanging limp in shades of red, gold, and brown, dying as the sun edges farther away every day. It’s the kind of day made for hanging wit…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/mean-streak-lerin-ogle/,Metaphorosis
TGoXb1u6/ByTbWiIVaAWY7C6WwQ=,All the Daughters Sing – Jan Priddy,Jan Priddy,B Morris Allen Editor; Publisher,2023-03-03,Science fiction;Story,"Light pours straight down through the leaves, hot like midsummer, and the duff underfoot feels quite light and dry.",metaphorosis.com,https://magazine.metaphorosis.com/story/2023/all-the-daughters-sing-jan-priddy/,Metaphorosis
/m7yfVmMoncm49VYx2t2DOwx+QY=,Devilish Calliope and the Ungrooviest Apocalypse – Evan Marcroft,Evan Marcroft,B Morris Allen Editor; Publisher,2020-08-14,Fantasy;Podcast;Story,"I’d just worked the handcuffs loose when my phone started vibrating in my pocket. Even hanging by my ankles above impending doom, I knew I’d be in real shit if I didn’t pick up. I made a sort of cu…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/devilish-calliope-and-the-ungrooviest-apocalypse-evan-marcroft/,Metaphorosis
sdTCWDHwKVgxbmF3mElUvIQoxDs=,Hope on the Vine – R.E. Dukalsky,R.E. Dukalsky,B Morris Allen Editor; Publisher,2022-03-04,Fantasy;Podcast;Story,It was early August and hope was withering on the vine.,metaphorosis.com,https://magazine.metaphorosis.com/story/2022/hope-on-the-vine-r-e-dukalsky/,Metaphorosis
gynCxwbeqjRt6WCCNBcRodzq4fE=,The Eighth Fathom – Chris Panatier,Chris Panatier,B Morris Allen Editor; Publisher,2020-03-06,Podcast;Science fiction;Story,"First Fathom, The Plunge In a past beyond the reach of time’s measure, we fell from the Galaxy Beam and into the waters of a primordial world. From the shattered wreckage of our Great Hull, we salv…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/the-eighth-fathom-chris-panatier/,Metaphorosis
vXJ83w/0JbQgDS0bamIsjjCzCvQ=,By the Scars Shall You Know – Daniel Ausema,Daniel Ausema,B Morris Allen Editor; Publisher,2022-07-15,Fantasy;Podcast;Story,"Catrix knelt on the floor, shirtless.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/by-the-scars-shall-you-know-daniel-ausema/,Metaphorosis
f40fC0XxoKKfZ7Ec4T6X46MPqGM=,"A Picture of Home, in Silence – Alexandra Seidel",Alexandra Seidel,B Morris Allen Editor; Publisher,2020-07-24,Podcast;Science fiction;Story,"The soles on Sam’s first pair of shoes are worn and cracked, and she is tired. She craves rest, because the way home is long. Light reflects off tall stained glass windows, and because there were n…",metaphorosis.com,https://magazine.metaphorosis.com/story/2020/a-picture-of-home-in-silence-alexandra-seidel/,Metaphorosis
odPFXuZSzSATGTWHYonvsdwKH5M=,Las Vegas Museum of Space Exploration – Marilee Dahlman,Marilee Dahlman,B Morris Allen Editor; Publisher,2019-06-21,Science fiction;Story,MISSION & HOURS The purpose of the Las Vegas Museum of Space Exploration is to preserve and display extraterrestrial art and material of incredible cultural importance: the Mars Frescoes and Ea…,metaphorosis.com,https://magazine.metaphorosis.com/story/2019/las-vegas-museum-of-space-exploration-marilee-dahlman/,Metaphorosis
rhwptZ7/7nHDSTe53oF0ExchG0E=,To the Eggplant Cannon – Beth Goder,Beth Goder,B Morris Allen Editor; Publisher,2017-04-21,Fantasy;Story,"The amusement park was so large that it had two trains named after root vegetables. Vienne got on the wrong one. Lugging her magician’s trunk in one hand and a map of Wonder Gardens in the other, s…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/to-the-eggplant-cannon-beth-goder/,Metaphorosis
BNW/FfO6OTmNl4DIWCqIMEzMzXo=,Angels at the Border – Ian Rennie,Ian Rennie,B Morris Allen Editor; Publisher,2017-04-14,Science fiction;Story,"The angels moved up the road towards Gethsemene in a triad formation. If they’d walked, that would have been something. If they’d flown, swooped in from the sky, that would have been so…",metaphorosis.com,https://magazine.metaphorosis.com/story/2017/angels-at-the-border-ian-rennie/,Metaphorosis
PgPlDCiALNUd333GUZmm8fPhIo4=,Solomon and the Dragon’s Tongue – Molly Etta,Molly Etta,B Morris Allen Editor; Publisher,2016-05-20,Fantasy;Story,"Before he went by Solomon, the stranger’s name was Shlomo. He seemed at first unremarkable, apart from being new, and in palpable need of a wife. Yutke’s mother began to snoop as soon as she notice…",metaphorosis.com,https://magazine.metaphorosis.com/story/2016/solomon-and-the-dragons-tongue-molly-etta/,Metaphorosis
BRqYfmapF24tEpxvvYeWaAXVOHk=,Darling – Kathryn Weaver,Kathryn Weaver,B Morris Allen Editor; Publisher,2019-10-04,Fantasy;Story,"The damned shadows did me in. They should have been blue. Yellowish light should cast blue or violet shadows, every artist learned that. While disregard for basic colour principles was new and exci…",metaphorosis.com,https://magazine.metaphorosis.com/story/2019/darling-kathryn-weaver/,Metaphorosis
bzft8vHWxoZAMF3Cog6oaYKpKjk=,This Side of the Wall – Michael Gardner,Michael Gardner,B Morris Allen Editor; Publisher,2018-01-19,Fantasy;Story,"Today was my day to choose a disease. “Fennel,” Mama called up from the kitchen. “Breakfast’s near ready.” “Coming, Mama,” I yelled back as I pulled a simple, blue dress over my head. I tied my hai…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/this-side-of-the-wall-michael-gardner/,Metaphorosis
/CyaWRdR0Wwtjorm9FNJTxErMYw=,Problems of the Flesh – Hamilton Perez,Hamilton Perez,B Morris Allen Editor; Publisher,2022-10-07,Fantasy;Podcast;Story,"It was the month of the apocalypse, and I’d come home to a house of shadows and gloom.",metaphorosis.com,https://magazine.metaphorosis.com/story/2022/problems-of-the-flesh-hamilton-perez/,Metaphorosis
f1kRZIYGKE+w6opxcGyl6HQB0ck=,Cheminagium – David Gallay,David Gallay,B Morris Allen Editor; Publisher,2018-02-09,Fantasy;Story,"Pain, true pain, lives outside of time. It arrives in a shear of liminal precognition, the thudding sky before the storm. We formulate routes of escape, believing that the visitor darkening our doo…",metaphorosis.com,https://magazine.metaphorosis.com/story/2018/cheminagium-david-gallay/,Metaphorosis
