fingerprint,title,author,volume,issues,date,categories,tags,id,license,comments,source-hostname,hostname,source,excerpt,filename,has_text
al2uz5HpLwZcm327+xKnDM+7YbQ=,The Second Dilemma,Matthew Spence,5,2,2004-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050905180510/http://wouldthatitwere.com/julysept2004/seconddilemma.htm,,./scrape/jsonfiles/ZWMoaAuEJN0I6-hBrp-Cq3mFzzM.json,TRUE
4RoaRZogwp8zCiz/zkzeegQ/c1w=,The Silver Screen,Jonathan Huston,4,3,2003-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,http://web.archive.org/web/20051030132526/http://www.wouldthatitwere.com/julysept2003/silverscreen.htm,,./scrape/jsonfiles/wCYvQtSQOrA43bT5boj1sZ3L2+0.json,TRUE
Ga5a+Oy5xPFasADktXidozYfGHw=,The Struggle with History,Earl & Sam Otte,2,1,2011-01-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050903212707/http://www.wouldthatitwere.com/janmar2001/struggle.html,,./scrape/jsonfiles/SRqvrHvZZnz560ThjShjSb25DyM.json,TRUE
koVfKMTQ2sD8YClhMhKw2R0Bleg=,The Thallian Intervention,Eric Brown,2,3,2001-10-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050421121801/http://www.wouldthatitwere.com/octdec2001/thallian.html,,./scrape/jsonfiles/I3tZ3T9DLZHLQGr2AQeI+zfJPZg.json,TRUE
VxhLhrc+MmCwPL07Amcyy1kSJuw=,The Watchmaker's Assistant,Ben Woodiwiss,5,2,2004-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050905180510/http://wouldthatitwere.com/julysept2004/watchmaker.htm,,./scrape/jsonfiles/KrudvTCVHRtts+k80XaQlmamZG4.json,TRUE
ztSQFqHK6HnDuJwha+qoO9PjkJ8=,The Yapopo,Stephanie de Koning,4,4,2003-10-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050727004221/http://www.wouldthatitwere.com/octdec2003/yapopo.htm,,./scrape/jsonfiles/6HHh2I-3ca6UDx9zVpl8aA7vFHg.json,TRUE
MhsfTRBcEbZW3RvWE+HKESbZFzg=,The Zoological Exhibit,Suzy Waldman,1,2,2000-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20051031124944/http://www.wouldthatitwere.com/julysept2000/zoological_exhibit.htm,"Suzy is a doctoral student in Victorian Literature in Halifax, Novia Scotia.  Her premier WTIW story is dark, compelling and vaguely poignant.",./scrape/jsonfiles/4aE6if-zj5KGpXrKp86aoVhhOZc.json,TRUE
wB20p+JpRicc9fQFW1R9AnaPxEA=,Think Positive,Robert A. Boyd,4,3,2003-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,http://web.archive.org/web/20051030132526/http://www.wouldthatitwere.com/julysept2003/thinkpositive.htm,,./scrape/jsonfiles/+Z0gmb4+Qe8+qXuQPIGJjowG+Lw.json,TRUE
TxJLIIDmCTQ6CYk4ZjG25NryVFY=,Time and Money,N/A,2,1,2012-01-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050903212707/http://www.wouldthatitwere.com/janmar2001/timeandmoney.html,,./scrape/jsonfiles/CZIrPLfayZfTsPFslOMxsdN83pY.json,TRUE
XHc/6ox0KbjwrX1I5DXAaQ3gqfI=,Timeless Stray,Gil C. Schmidt,1,2,2000-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20051031124944/http://www.wouldthatitwere.com/julysept2000/timeless_stray.htm,"Gil's published works include eleven stories, 85 business and science articles and two books on Taino Indian history. Another excellent Murchison and Leeds story.",./scrape/jsonfiles/Kg28gT58ixcMRW3oQRLIfIkfZ6Y.json,TRUE
/DbepyMtesD7m2KoZYo/6VIoy+8=,To Each His Own,David Bowlin,3,1,2002-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20041128094100/http://www.wouldthatitwere.com/aprjun2002/toeachhisown.html,,./scrape/jsonfiles/BByEA06gWX0FH2BKnUa2J-FTLg0.json,TRUE
w+v/wiwG5Ah+xVb+Kfvr5z3OEbk=,Tomorrow We Be Free,Jean Graham,1,3,2000-10-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050906051005/http://www.wouldthatitwere.com/octdec2000/free.html,"Jean Graham's first WTIW story is a delightfully chilling look into just how far we haven't come in righting old wrongs, and a hopeful glimpse into the true nature of the human spirit and its endless aspiration for something greater.",./scrape/jsonfiles/aI8FZn3eSOkJbxdxO-TQEj5R1sE.json,TRUE
POPJzYEIVDKjNopIYDSq/3MfWVk=,Treadway’s Folly,H. Turnip Smith,1,2,2000-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20051031124944/http://www.wouldthatitwere.com/julysept2000/treadway.htm,"Set in the time of Abraham Lincoln, this story entertains the idea of a Union submarine designed by a brilliant young African American. NOT your average Harry Turtledove story; more like Ambrose Bierce -- and how!",./scrape/jsonfiles/oXvGrvSCG828akENWB7VP9ZKqCM.json,TRUE
NNEGusIlpDL6bzLuYgT5Qp7Nd4A=,Tulocay Rendezvous,Gene O’Neill,2,1,2013-01-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050903212707/http://www.wouldthatitwere.com/janmar2001/tulocay.html,,./scrape/jsonfiles/rKwDOyR0Ur6OLhC4oAXNWEd5IGM.json,TRUE
KzGEMCu7Ycpp8KKxNzGjyt7sUO8=,Turnabout,Nick Pollotta,2,2,2001-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050421124105/http://www.wouldthatitwere.com/aprjun2001/turnabout.html,,./scrape/jsonfiles/-Rx74gB-v-MEtjOW7egV0DG+BrA.json,TRUE
sNejUBUNDa9g2gTs2+I1WwQrsGU=,Underground Skyway,Tim Cooper,2,1,2014-01-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050903212707/http://www.wouldthatitwere.com/janmar2001/underground.html,,./scrape/jsonfiles/Jy9rak1E8B46UiT8Ro4ZbI1AwXw.json,TRUE
kVFL00Nmt43Dvt4NE2iybe3MH6Y=,Without a Cause,Samuel Stember,3,2,2002-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20051030131543/http://www.wouldthatitwere.com/octdec2002/withoutacause.html,,./scrape/jsonfiles/PrNIphXmwxddanjYVvSg2v37-qI.json,TRUE
V4ZJFTEIS+A7zkUZ42ZDZrojjVE=,A Dancing Girl,Mark Budman,1,3,2000-10-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050906051005/http://www.wouldthatitwere.com/octdec2000/dancing.html,"Mark Budman returns with another fine twist-at-the end short story, this one set in Peter Romanov's Russia. Mark's story manages to deftly explain the origin of lacquer boxes, the Snegurochka legend, the Bolshevik revolution, and the 1908 Tunguska blast while offering an unusual explanation of deep-rooted ethnic conflicts in the process. Mark was born and raised in the former Soviet Union. His fiction and poetry have appeared in Mississippi Review, Exquisite Corpse, Web Del Sol, Talebones, Recursive Angel and many other magazines. He is the publisher of a flash fiction magazine Vestal Review",./scrape/jsonfiles/OwZF2zKkpnARwxjWfS1s1FvW7NQ.json,TRUE
gXqhqN+5cML4FbFH+PWMk7O/UEo=,A Test of His Faith,Barrett Brown,1,3,2000-10-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050906051005/http://www.wouldthatitwere.com/octdec2000/faith.html,"Would That It Were is proud to introduce the work of Barrett Brown. Barrett's work combines some of the familiar images of Walter M. Miller's A Canticle for Liebowitz, Ayn Rand's We The Living and Arthur C. Clarke's The City and the Stars into an entirely original story that not only stands well on its own but shouts 'Read Me!'",./scrape/jsonfiles/ABO1B+m5IP8HDChQjRz+inKhUjU.json,TRUE
Pui36HvQu9SicrTm13fRNHOvZmI=,Ahead of His Time,Hal Fulton,2,2,2003-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050421124105/http://www.wouldthatitwere.com/aprjun2001/ahead.html,,./scrape/jsonfiles/M0PXGG+OulsblDv2A842laERV5A.json,TRUE
7hNC/+T3pIxqlGDbE6VpGhF30f8=,Anasazi Nights,Barrett Brown,2,1,2006-01-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050903212707/http://www.wouldthatitwere.com/janmar2001/anasazi.html,,./scrape/jsonfiles/EafaHtamxkDtjLEY6eEXwmbP2IQ.json,TRUE
PRAe+1ioHatCz1fhfScRyR3hAqI=,Probability,David E. Clements,4,2,2003-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,http://web.archive.org/web/20051030150806/http://www.wouldthatitwere.com/aprjun2003/probability.htm,,./scrape/jsonfiles/iUSUvpx6kWHx5kJ5wuTaycnvU5A.json,TRUE
rRKl34i38ofNeqKpzl93C/VNYYM=,Reconstituted Wealth,Ben Woodiwiss,4,2,2003-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,http://web.archive.org/web/20051030150806/http://www.wouldthatitwere.com/aprjun2003/reconstitutedwealth.htm,,./scrape/jsonfiles/qUL6KrNLmaKiEFTOiCZeFtspfT8.json,TRUE
5TBy+94bAKrg4dkpIQRAfjsc4IA=,Signals and Messages,Gil C. Schmidt,1,1,2000-04-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,Doc file,This is the second of the Murchison and Leeds stories written by Gil C. Schmidt.,./scrape/jsonfiles/Ew3cnDjAOKP5K3D49UCmgxGuzHM.json,TRUE
SY/eIJnxg39qIgWLS4wWOjxn28k=,Steam,Tobias Buckell,2,1,2008-01-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,https://web.archive.org/web/20050903212707/http://www.wouldthatitwere.com/janmar2001/steam.html,,./scrape/jsonfiles/cRWHBL6kVo9I9PkuZItcKvOfYKY.json,TRUE
htiPtrX2sQKgW1PsfMwZrPBcOYs=,The Morning Star,Mark Budman,1,2,2000-07-01,,"Historical, SF, Science Fiction, Victorian",,,,Would That It Were magazine,wouldthatitwere.com,See txt file,"(This story is included below.)  Mark was born and raised in the former Soviet Union. His fiction and poetry have appeared in  Mississippi Review,  Exquisite Corpse,  Web Del Sol, Talebones, Recursive Angel and many other magazines. He is the publisher of a flash fiction magazine Vestal Review http://www.vestalreview.net.  Mark speculates on the formative years in the life of a young Austrian boy in the early years of the twentieth century, and his dreams of greatness.",./scrape/jsonfiles/UQ9Aad7BaQ0UKQIqPv1W6I84Aws.json,TRUE
