fingerprint,title,author,date,categories,excerpt,source-hostname,hostname,source
OhymNp6mMHwxHUtWWxW+aXRWLKQ=,Remembrance of Things Past,Kevlin Henney,2012-02-17,Fiction,Regret and time loops are a tricky combination. Story and photography by Kevlin Henney.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/remembrance-of-things-past/
mLWEeccqFDVkH41ZW16sUp15tWQ=,King Kong on the Prairies,Andrew Rai Berzins,2021-05-14,Fiction,"In which the eponymous giant primate experiences the discomforts of touring, and accommodating locals provide him with housing alternatives, evidence of which still persists to this day.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/king-kong-on-the-prairie/
GqZjUFyh/yWwAnbnKBvZJLXCYVw=,Covid 23–31 as Seen From the Conterrestrial Pre-Launch Command Center,Phillip Lawless,2020-12-31,Fiction,"Electoral conspiracy theories and antivax paranoia cross into a bizarre parallel plane in this nightmarish, Ballardesque satire.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/covid-23-31-as-seen-from-the-conterrestrial-pre-launch-command-center/
P67EJdeqN8r7kIr2SthQ/Kxavn8=,The Sitting,Steve Gilmartin,2018-10-16,Fiction,"Steve Gilmartin's ""The Sitting"" is an unsettling experience of artistic objectification and being an alien in your own skin.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-sitting/
Yc3YLYG021nBcCmiFyyYuBjB7Zw=,Universal Cognitive Maintenance,Claire J Bateman,2022-06-17,Fiction,"Dismayed by the narcissistic downward spiral of today's social media? Imagine a world where memory is just another redactable, remixable commodity.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/universal-cognitive-maintenance/
KACBBv8WQpIFUg8yFWsj1Jhs9aY=,The Woman with the Suitcase Full of Stars,Carolyn Oliver,2023-03-24,Fiction,This bioluminescent phantasmagoria is like falling into a painting. Tumble down with us through dreams ...,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-woman-with-the-suitcase-full-of-stars/
j8LZZmbuXeW1znGgv9jYOtjxWTU=,On the Beginnings of a Universe,Laur A Freymiller,2019-01-09,Fiction,"The all-powerful child is a memorable and chilling figure in weird fiction — from the original Star Trek's ""Charlie X"" to the Twilight Zone-adaptation of Jerome Bixby's ""It's a Good Life."" Oakland writer Laur A. Freymiller updates the trope for the #MeToo era in this striking narrative of abuse, confrontation, and literal erasure.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/on-the-beginnings-of-a-universe/
clQaUX0HFmwFnSElNcpfYg1XK2Y=,The Shoes,Ruth Crossman,2019-05-07,Fiction,"Don't be fooled by its breezy, almost blase tone. Ruth Crossman's subversive inversion of the Cinderella fairy tale, ""The Shoes,"" is a small-scale tragedy of disturbing power and contemporary relevance.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-shoes/
hTEal8bUAOVF0aOCU60WCOOrc2M=,Trespasser,Amelie Daigle,2014-07-11,Fiction,"In those days, angels descended from the heavens to teach the various crafts known in paradise, and I came sideways from the know-not-where to teach the art of desire.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/trespasser/
Z1sWGdwM9dqZc1GSCOckHTmc4Ro=,The Story of the Oogaloogaman,Josh Mulholland,2008-10-18,Fiction,"A tale told 'round a campfire, that your older brother heard from a friend who heard it from a cousin ...",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-story-of-the-oogaloogaman/
yfhVsHvZlwKIUu3hrEOUf143An4=,Mawulf Sees the World,Adam Myers,2009-06-21,Fiction,"A ""just-so"" sort of story, exploring certain origins and revelations of this world ...",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/mawulf-sees-the-world/
kuwBE5sTHUrs/tRS79tB3436WLE=,Falling Action Café,Emmie Christie,2022-09-16,Fiction,"Is there such a place as book heaven? In this sweetly told flash fiction there is, at least, something very close.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/falling-action-cafe/
Pch/8CYXVLPDOEQxGTCbAIdrCw8=,To Whom It May Concern,Pam Benjamin,2011-05-12,Fiction,"A dire fable of a good gal done (and gone) so very wrong. Secrets, lies, a bagful of My Pretty Ponies and a Greek chorus of talking flowers all converge for little Meggy Poo Poo's ultimate downer. Fade-to-black Hasbro manipulations by Fabulist house artist Adam Myers.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/to-whom-it-may-concern/
c2/aAcBsq8SK8y0ehv/cB4FFjFA=,Shoulders,Emily Hessney Lynch,2022-12-09,Fiction,"Monica needed a little upgrade in her life. One that would give her the confidence, the space, and the muscle to really live her best life ...",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/shoulders/
Wr01PojS3SJ1PUMR5SudSct5LU0=,A Long Way Down,Mernine Ameris,2021-12-24,Fiction,"In this striking, stirring Christmas tale, the frozen gap of difference may be a chasm not even love can thaw.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/a-long-way-down/
AI4cAt8Hu2lc9/XmOX5Dz35qacM=,The Age of the Cuttlefish,Lawrence Coates,2020-09-25,Fiction,"This sly, wry, surreal, and vaguely Lovecraftian parable is an apt season closer for the apocalyptic summer of 2020, and an unnerving point of entry for the even more uncertain autumn that's still ahead.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-age-of-the-cuttlefish/
zz4nX1ApmlOMbp6PBakkM4uRbjI=,The Freedom of Surrender,Jason Wyman,2022-11-12,Fiction,"In this strange and disquieting tale, a whispered incantation opens a portal from precarious despair to blank possibility.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-freedom-of-surrender/
27vVnX8CItbBQ4NQGvt/wg1mc6g=,Altar,Dan Hintz,2022-03-26,Fiction,"A chance encounter on a New York City street leads to a moment of spiraling, surreal anxiety and terror.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/altar/
L+5I/I9mXEAm6YZ0zDGUKhpyLa8=,Master of Birds,E P La Brecque,2022-05-13,Fiction,"Timeless and exquisitely wrought, this tale is a procession of wonders, and moves with the measured grace of vespers chanted as the sun fades into evening.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/master-of-birds/
7caFP06CLFaOlSYeq147VSXdh4U=,Don't Listen,Alyx Barter,2022-09-23,Fiction,A mysterious new bookshop brings a dark edge of risk and intrigue to a dead-end town.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/dont-listen/
FmJrIGd8IO9R8GvDGh56Eweu2jU=,"Tiger, Dog, and the Bone Broth",Ericka Lutz,2021-10-01,Fiction,"In this charming inversion of fairy-tale tropes, magic is the last thing anyone needs to live happily ever after.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/tiger-dog-and-the-bone-broth/
eNg0VSrKz8aW6+Bt3vyV6bGHubU=,The Blood Tree,Aimee Parkison,2022-08-12,Fiction,"In this lush and feverish fantasy, the Earth's defense against climate change and ecocide is an act of seduction — and transformation.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-blood-tree/
cbwA7hT1KDLkV4+AmSvCTHuHqjQ=,The Fleet Ones,Claire J Bateman,2022-04-29,Fiction,"After the enhancements, life began to speed up, and even in dreams, what it meant to be human changed.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-fleet-ones/
YPOCwPGIrnBEXQyIqm0FPmPgBHU=,The Man Who Broke Time,Jon Longhi,2021-06-18,Fiction,"All it takes for one man to ""punch a hole in the fabric of reality"" is houseful of broken cuckoo clocks and one particular mathematical formula.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-man-who-broke-time/
XQPGOgUcZ2ZvVXnEokCcN7kohs4=,St. Dymphna’s Quartet,Tom Charles Bair III,2020-07-22,Fiction,"Pennsylvania author Tom Charles Bair III brings a sense of gleeful, disjointed absurdity and determination to this tale of emotional struggle, mental illness and everyday surreality.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/st-dymphnas-quartet/
sqmoEG0yNi91bX+f0nqyP68v1W0=,"The Island of Free Women, by D.S.G. Burke",D S G Burke,2021-11-19,Fiction,In which the floating plastic debris of industrial consumerism gyre together with the emotional castoffs of our predatory social-media milieu.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-island-of-free-women/
iK9AARS3084FrSBuPpNMUZGV2B0=,Spoons,Michael Plemmons,2012-03-31,Fiction,"An odd and poignant little yarn about an affectionate old dog that's been in the family since the Civil War. Fabulist house artist Adam Myers describes his four images for this story as ""a brief history of photography, everyday people and hound dogs that simply insist on being in every picture.""",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/spoons/
9/LFCX9ZHsQdr4rvSoWMWTaM6I4=,Gustavo and Emiline,Elizabeth Stix,2019-01-15,Fiction,"A perfect romance or a claustrophobic prison sentence? Elizabeth Stix brings the inarticulate paralysis and stifling compromise of a suffocating relationship to lurid life in her reality-warping short tale ""Gustavo and Emiline.""",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/gustavo-and-emiline/
a9GQLY5/U5Lf2E4cJ4+ccaoQzFA=,The Maid's Dream,Peg Alford Pursell,2011-02-10,Fiction,"When waking life seems like an unreal simulacra, and drudgery the only wearying reality, our dreams may escape into us. Part of the dream/life triptych.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-maids-dream/
Sx+AjMrMN/cNtQEl0iYDNGMh7wI=,The Changeling (A Shakespearean Prequel),James Willaman,2014-08-03,Fiction,"“She never had so sweet a changeling,” says Puck of the Indian prince either stolen or adopted by the fairy queen Titania. The status of the child is the root of her dispute with Oberon, and the fallout is memorably recorded in Shakespeare’s “A Midsummer Night’s Dream.” But who, exactly, is this mysterious young...",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-changeling/
i1x21yP5VsdjB7WbeJZUdyaKlbA=,The Men,James Hirtz,2011-03-30,Fiction,"A surrealist barnburner that gets out the gate with a full pack of existential whatever, and brings it home with a sunsplashed psych-o-delic denouement that might be the ending to an unwritten subplot of ""The Yellow Submarine.""",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-men/
McdJfyVZjCXT5cSZmZt3+j74oFA=,Three Tales for the Headless Child,Matthew F Amati,2018-10-09,Fiction,"Matthew F. Amati freely references Grimm, but then puts those timeworn tales through the postmodern/post-context wringer. The results are absurd, disturbed, gleefully unhinged, and inclined to wordplay.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/three-tales-for-the-headless-child/
TfsO0pN3cSKVqHviHwlsg4CUtx0=,With Virgil,Josh Mulholland,2007-12-24,Fiction,"In a world where death is just a legend, mortality is a difficult hypothesis to validate.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/with-virgil/
F35b2usLZJexlwcUUHIckF1KrA8=,Hopscotch,Heather Bourbeau,2014-05-30,Fiction,"This 100-word charmer effortlessly captures childhood whimsy, and invokes the fairy-tale magic of seven-league boots.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/hopscotch/
Ly53SkKv7HCzelzEx7hA0mqn4mk=,String of Hearts,Lisa Amico Kristel,2022-07-15,Fiction,Caveat lector: Childhood cruelty and its dire consequences cut both ways in this dark fantasy.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/string-of-hearts/
tE/xXYN0JJyMza8se3u6omC6iX8=,"I, Hog",David Arnold,2010-08-28,Fiction,A tragic take on animal intelligence and emotion.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/i-hog/
74tsYmQoyld72zEoPwSG3bOBhF0=,The Feast,L P Lee,2015-11-27,Fiction,"On the heels of the American Thanksgiving holiday, Britain's L.P. Lee delivers a timely — and richly told — fable of power and abuse, and asks uncomfortable questions about abundance, scarcity, appetite and satisfaction. Her work is exquisitely illustrated by UK artist Annie Ridd.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-feast/
689844+J1NIYz78S6a8VCWxgl00=,New Existence,Dan Hintz,2008-09-07,Fiction,"Another absurdist downward spiral pieced together from scraps of spam email, compressed together in the greasy fist of the writer.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/new-existence/
wG5UfjUaOfMj9MBxfAmcwhL4ISM=,Apartment for Rent,Ann Calandro,2020-05-08,Fiction,"""I lived on one side of the city and worked on the other. Although I could easily have taken what residents called the Innerloop or Outerloop highways between my apartment and the office, I chose to drive the major avenues instead ...""",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/apartment-for-rent/
cLNUaZ/xjmbPSEsI/wR8Wl+J7sY=,The Siege,Heather Bourbeau,2020-11-06,Fiction,"A war with no end gives way to an extraordinary, endless summer of peace and healing — all betrayed by idle cruelty and the failure of memory.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-siege/
A1p5EnGACRUFxdV2ZdhGn2DLa3c=,Color Bind,Michael C Keith,2010-07-21,Fiction,"When the aliens come of observe us, of course they will take the form of cats.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/color-bind/
Lp++jDFtrkbNEFNHHKvAKlKOiEI=,Your Invisible Neighbor,Claire Anderson,2021-06-11,Fiction,"In this beguiling short-short story, Houston author Claire Anderson inverts one of science fiction's most enduring horror tropes.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/your-invisible-neighbor/
UBy5D5+MMB/TojMVnqfRwnSBNM4=,Where is the Enchilada of Death?,Jen Burke Anderson,2008-06-21,Fiction,"An epic, existential vamp veering wildly between creative nonfiction and surrealist adventure.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/where-is-the-enchilada-of-death/
KJnLgw6pgQncvpJdBVhFfmGEPBk=,The Masque of the Red Death,Edgar Allan Poe,2020-05-01,Fiction,"""The red death had long devastated the country. No pestilence had ever been so fatal, or so hideous. Blood was its Avatar and its seal — the madness and the horror of blood.""",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/masque-of-the-red-death/
wfpYBHRxt28LU/8qCbazgTTOe+k=,All the Dark Places,Mandy Ruthnum,2021-06-25,Fiction,"Into an idyllic lakeside campground comes word of a missing child. What they're actually searching for turns out to be altogether different, and quite beyond reach.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/all-the-dark-places/
kATCozIjQOrlJCuPjXcWA+y8vQg=,The Girl and the Stone,Peg Alford Pursell,2011-01-19,Fiction,"A child lives in something like a waking dream, and so also there are nightmares. Part of the dream/life triptych.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-girl-and-the-stone/
0bnthJzLIpciK4HlbHUsasse86A=,Perfect Day,Adam Myers,2007-07-07,Fiction,"A nerdy, absurd, and deeply poignant meditation on magic, loss, and the ghosts that live with us every day.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/perfect-day/
FOen1QXR2qLKtmIavpFQjD62BN0=,Abbreviation,Laird Harrison,2021-08-20,Fiction,"A ghost story of sorts, this quietly devastating tale addresses painful issues of bereavement and grief, caveat lector.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/abbreviation/
uMUbzs3ScXz93OoEJQiiDydl4g0=,Cities,Amelie Daigle,2014-07-18,Fiction,"New Orleans author Amelie Daigle returns to The Fabulist with ""Cities,"" a disturbingly beautiful set of visions of a life interrupted. Collage and image manipulation by Fabulist house artist Adam Myers.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/cities-vignette-by-amelie-daigle/
bdQyw7/kqyMUmt6lkfFSgMdHhDo=,Tree Full of Robins,Ashley Libey,2022-10-14,Fiction,"In this dark fantasia, a bereaved young mother finds a cold sort of sanctuary in the wild wood in winter.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/tree-full-of-robins/
IfaCVPgYt2oLYOteeOcPEd3F1E0=,'The Wedding Exit' & Others,Kyra Simone,2020-12-08,Fiction,"Composed of words culled from the front pages of daily news sources, these vivid fantasias read as mythic shadows of contemporary life.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-wedding-exit-others/
VBI6SmP5yIKlUA5S1gU3j0VLorc=,He Knew,Nora Boydston,2012-05-27,Fiction,"Inspired by a strange little fragment from Grimm, ""He Knew"" plumbs the deep forest of European fairy tales to reveal an unsettling parable of love, loss, and what the modern reader may identify as abuse.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/he-knew/
Lj4DcNwWuJrv7h0f1USuADmSekE=,Togetherness,Abha Iyengar,2009-01-07,Fiction,A strange and surreal exploration of unrequited love.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/togetherness/
jxGHoGpQF3/qhw2+PsS0vPs+Qmc=,Consciousness,Ceridwen Hall,2019-06-04,Fiction,"""Consciousness,"" by Ceridwen Hall, examines the self through the rearview mirror of Philip K. Dick's sedan. Who's driving? And who are the passengers? And where are we going, anyway? Is that a signpost up ahead, or just a mirage on the highway?",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/consciousness/
VijbFTLRSfhB1GX7FVQfiJceMGg=,Snake Shanties,Heather Bourbeau,2020-08-14,Fiction,"Briana took her snake carefully from the cool cave, cooing while he hissed softly. He was by far the favorite of her jump ropes. Not too long, beautiful stripes, smart and devoted completely to her.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/snake-shanties/
3fv4kfbIBlOnTyh06SLrNixqOWM=,Mixed State Copy,Lucy Zhang,2022-06-03,Fiction,This strange and poignant tale puts an uncanny spin on the tragic trope of a clone bred for replacement parts.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/mixed-state-copy/
K8ftvsNoGqrxpMjcYDMvTHvwmrs=,A Secret Mother,John Zic,2014-10-29,Fiction,"Don't mind the gnawing sense of dread that comes with reading California author John Zic's chilling Fabulist debut, ""A Secret Mother."" It's an immersive narrative of two teenagers on a certain sort of road trip — and a nerve-wracking spiral into their sociopathic alternate reality.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/a-secret-mother/
HT1TTMvJJc8/euoH+Fl0vHiwaE8=,To Broil a Horse,Dan Hintz,2008-06-21,Fiction,"This absurdist, cut-up adventure is constructed from remixed and redacted spam emails.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/to-broil-a-horse/
IfYvjqLrIKB7TsQrzIxc++2Es4E=,Previous Pilgrims,H S Derkin,2020-06-26,Fiction,"I am walking down a broad, stony, rocky riverbed that is almost dry. A tiny stream runs circuitously in the deepest part of the riverbed. It is hardly more than a foot wide. My brother and I are picking our way with rod and staff, among the ancient stones, using great care. “This is the...",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/previous-pilgrims/
PxrJmM0mSn3wVK3faCZJBs9iL4U=,The Great Farm Painter,Tantra Bensko,2014-08-29,Fiction,"California author Tantra Bensko returns to The Fabulist with this surrealist, briskly hallucinogenic vignette, showcasing her vivid prose and loopy, dreamlike plot constructions. (Image source: The Tucson Daily Photo.)",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/the-great-farm-painter/
/KCXm4K2yOrXy/7JcP9vrILXHbg=,Urban Beekeeping,Emmy Ingle,2021-07-23,Fiction,Home is a middle-aged baker whose body is a beehive. How much room for love can there be in a honeycomb heart?,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/urban-beekeeping/
54MK8oSUM9Zh+SCuRiTdaf9NwF0=,Ansible,Andy Scearce,2023-02-10,Fiction,"Love can span light years, or the chasms of the human heart, and the separation hurts just the same.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/ansible/
CegCmMsmzniGd6JlbCSFCoBTAjI=,Khoa in Chiapas,Tram Nguyen,2008-11-24,Fiction,A haunting and unusual tale that explores deepening levels of displacement in the life of an itinerant immigrant.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/khoa-in-chiapas/
MBXmA8ynW3b3f8qyRX/fpT9vwF0=,You Can Take It From Here,Marguerite Hogan,2021-11-12,Fiction,North Carolina writer Marguerite Hogan brings us this odd and witty little yarn about a woman who gets very good relationship advice from a colorful talking condom.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/you-can-take-it-from-here/
ebu7qC3OS6Q0v2KZCTC+FcB+0hs=,Chardonnay (My Fantasy America I),Elizabeth Gonzalez James,2020-05-29,Fiction,"Every house in the city of Chardonnay was built in 2005, has three-too-many gables, and a tiny, superfluous balcony adjacent every laundry room. Families in Chardonnay pose frozen in circular driveways waiting for ...",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/chardonnay-my-fantasy-america-i/
fC3oNmleXQF9rUc+Kq7gSLnYeTM=,Creature,Morgan MacVaugh,2021-10-29,Fiction,"In this freaked-out and alienated new flash fiction, the mask and its wearer appear to be indistinguishable. Happy Halloween!",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/creature/
w4PkXwOu/jVIjkU6qYsBECW7Bh4=,Shoppingtown (My Fantasy America III),Elizabeth Gonzalez James,2020-09-05,Fiction,"Inspired by Italo Calvino’s masterpiece “Invisible Cities,” Oakland author Elizabeth Gonzalaz James describes three fantastical cities encountered in her travels across an American landscape of dreams and fantasy.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/shoppingtown-my-fantasy-america-iii/
CMxw2YZIqVQQCFCaY25cT0j30QU=,Blossom,Sophia Colby,2021-05-07,Fiction,"What do you do when ""the blossoms refuse to leave you""? In this poignant but never sentimental tale, a young person infected by flowers moves from stigmatization to a thorny sort of acceptance.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/blossom/
cHCBEoMsmD4BtOgfWQlIvrfbWks=,Five Hundred Pieces,Robinne Weiss,2022-09-30,Fiction,"In this thoughtful inversion of a certain Ray Bradbury tale, a jigsaw puzzle offers a complicated escape from bitter family realities.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/five-hundred-pieces/
FFV4DQ2/eKYuUvqjEtMSMHdZDIg=,Losing His Head,Michael C Keith,2009-10-30,Fiction,In which a collector of celebrity skulls is undone by his completist ambitions.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/losing-his-head/
fWdOTibxs7u3uLo6jO6edEBrlLI=,No One Doesn't Sleep,Rhonda Eikamp,2022-05-06,Fiction,"Everything is its own opposite In this uncanny, dreamlike inversion of the ancient Sleeping Beauty tale.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/no-one-doesnt-sleep/
aHAyr1FZb4C79G+O8eoOAeQ5Ydk=,Supermodel of the Roman Empire,Maria McLeod,2018-11-06,Fiction,Maria McLeod's absurdly weird little fable turns an arched eyebrow at media spectacle in the latter-day Rome that is America.,The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/supermodel-of-the-roman-empire-2/
oghFlTRMVAAgeHsAfbVms9TtNR0=,Jamie’s Dragon,Peg Alford Pursell,2011-03-03,Fiction,"A vivid tattoo sets Jamie's life in a spin, as her placid, teal dragon erupts into dreams overspilling with fire, color and unknown intent. Part of the dream/life triptych.",The Fabulist Words & Art,fabulistmagazine.com,https://fabulistmagazine.com/jamies-dragon/
