fingerprint,title,author,hostname,date,categories,tags,id,license,comments,source,source-hostname,excerpt,filename,has_text
dPtnD8rYk5AQcXZibl05LzWYVUI=,Tyrannosaurus Hex,Sam J Miller,uncannymagazine.com,2021-01-05,,,,,,https://www.uncannymagazine.com/article/tyrannosaurus-hex/,Uncanny Magazine,"“Well of course we fought it,” Hunter said, raising his voice to be heard in the crowded restaurant patio. “Who the hell wants their kid staring off into space seeing God-knows-what all the time, instead of learning how to live in the real world?” “Same way our parents fought like hell to limit our tablet […]",./scrape/jsonfiles/z+a6vybbHth-FWZ4eSZiQUdcpkg.json,True
8uVz75YTB04juFRtV6TkG8OGZGg=,The Mouser of Peter the Great,P Djèlí Clark,uncannymagazine.com,2020-09-01,,,,,,https://www.uncannymagazine.com/article/the-mouser-of-peter-the-great/,Uncanny Magazine,"1704 Tsardom of Muscovy Ibrahim watched as Tsar Pyotr of the Russians was seated into a wooden chair in front of a fireplace. It was made for a very big man, with a high back and curved arms carved like lions. And the Tsar was certainly big, taller than any of the other men […]",./scrape/jsonfiles/lo9CeiPCWPt93c5GddYlAAdcZo8.json,True
znMhanwKKud1VrYpvh/cjbcvwPs=,די ירושה,Sonya Taaffe,uncannymagazine.com,2018-04-03,,,,,,https://www.uncannymagazine.com/article/די-ירושה/,Uncanny Magazine,"The suitcase no one packs lives in the back of the closet in a shroud of wedding boots and radio sweaters, its hinges glued with labels from razed hotels. It holds textiles, tax stamps, a great-great-grandmother’s long shadow, the name of the uncle who worked the tobacconist’s shop. It holds recipes for sorrel and sour […]",./scrape/jsonfiles/8pq44g3iN95qGNkSu2l8fZHw7RM.json,True
YOkRHXnJ2qkV55N0Tzgx0qbwLcI=,Give the People What They Want,Alex Bledsoe,uncannymagazine.com,2018-08-07,,,,,,https://www.uncannymagazine.com/article/give-the-people-what-they-want/,Uncanny Magazine,"The precinct’s interrogation room had the same atmosphere as all such rooms: stale coffee mixed with flop sweat and the tang of blood. There were no windows, and the cliched one-way mirror was replaced by hologram cameras that transmitted an exact 3D replica of proceedings into a room of detectives and lawyers. But the single […]",./scrape/jsonfiles/TxOCgWcwoWPL9citMzu5S0SeFFU.json,True
mgpugw3xEuyrvb1CI00fZUxsi3Y=,And Yet,A T Greenblatt,uncannymagazine.com,2018-03-06,,,,,,https://www.uncannymagazine.com/article/and-yet/,Uncanny Magazine,"Only idiots go back to the haunted houses of their childhood. And yet. Here you are. Standing on the sagging, weed-strangled front porch that hasn’t changed in twenty years. Every dip in the floorboards, every peeling strip of paint is exactly as you remember it. Time seems to have ricocheted off this place. Except not […]",./scrape/jsonfiles/99iKT0lCHgjIB+uP5pAnH68MqTQ.json,True
QCGls5Z1Dj4XBgSaPi9ou/RiGGQ=,The Exquisite Banality of Space,Leslie J Anderson,uncannymagazine.com,2016-02-02,,,,,,https://www.uncannymagazine.com/article/the-exquisite-banality-of-space/,Uncanny Magazine,"Interstellar space sounds like my finger on a wine glass— whining, high and sharp, a choir we cannot identify. I’ve listened to the recordings. The plasma oscillates around our intrusive satellite and sings a peculiar song. If I ever made it to that frontier would that sound cut into my pink brain like a knife? […]",./scrape/jsonfiles/BE9ErM-xJ5jQ4MgtwBFRq4TTIKU.json,True
HVVS2Rl2KOEg3B11g8Od7imwJow=,Other Worlds to Save,Beth Cato,uncannymagazine.com,2020-03-03,,,,,,https://www.uncannymagazine.com/article/other-worlds-to-save/,Uncanny Magazine,"the girl sometimes slipped off the brocaded ambassadorial robes she wore through endless negotiations with more alien species than she ever thought could exist she was often too busy to miss Earth, her parents, corn dogs but when melancholy descended she pulled on the ratty t-shirt and jeans she had worn when she left […]",./scrape/jsonfiles/G999BB8X7DkZLTsdLUFJDMySvNw.json,True
gZKrcjtG/jrhAHjgBvSBUGu25LU=,Bones Are Stones for Building,Haralambi Markov,uncannymagazine.com,2022-05-03,,,,,,https://www.uncannymagazine.com/article/bones-are-stones-for-building/,Uncanny Magazine,"Inside the stasis gel, I awaken to Mother’s incoherent ravings corrupting my circuits; heart detonating in exponential elevation. My lungs fight to expel the thick gel and I shouldn’t be able to gain consciousness before the rising solar radiation levels announcing morning trigger the gel’s breakdown process. As my body convulses—leftover organics labouring at the […]",./scrape/jsonfiles/umxZmfv1BTzjk8JqQzXpFGjX+xI.json,True
okrxJUofSi4ZHL9rkPzGf+oGiZM=,Big Thrull and the Askin’ Man,Max Gladstone,uncannymagazine.com,2016-04-05,,,,,,https://www.uncannymagazine.com/article/big-thrull-and-the-askin-man/,Uncanny Magazine,"Everybody knows about Thrull. Thrull like legend among us folk—biggest, greenest, meanest, nastiest, and dirtiest of all—with one big difference: legends false, Thrull true. We tell the story of Thrull and the reindeer feast, and the story of Thrull and the Mountain Witches, and the story of how Thrull wrestled Winter and wed Summer on […]",./scrape/jsonfiles/lcrHieHkeeqDFLpUuHRRhrwXKoQ.json,True
wcdLJXVIE2qYAqxZDoBQitbcop0=,That Story Isn’t the Story,John Wiswell,uncannymagazine.com,2021-11-02,,,,,,https://www.uncannymagazine.com/article/that-story-isnt-the-story/,Uncanny Magazine,"Everything Anton owns goes in one black trash bag. His ratty yellow sketchpad, which he bought to draw the other familiars when he moved here, and only ever used three pages of. The few shirts and khakis that he paid for with his own money, before Mr. Bird took control of his finances. A broken […]",./scrape/jsonfiles/49Trv1KT7p55NWF456KS5xuGRnM.json,True
5uyxI1n3ja+7hps/xI8E6wDo2vg=,Kissing song,Neil Gaiman,uncannymagazine.com,2014-11-04,,,,,,https://www.uncannymagazine.com/article/kissing-song/,Uncanny Magazine,Kissing song. Poem by Neil Gaiman. Uncanny Magazine Issue One.,./scrape/jsonfiles/P1zYRy0QB2T4rPU-pUAOdos4BCg.json,True
4xJl6cTTm2lslevW63fibVQi9Zc=,The Words on My Skin,Caroline M Yoachim,uncannymagazine.com,2016-07-05,,,,,,https://www.uncannymagazine.com/article/the-words-on-my-skin/,Uncanny Magazine,"The traits that make me who I am are written on my skin. My biggest words are in my mother’s handwriting—smart, loving, resilient, organized. She wrote them on my back because there’s no way I’ll ever be able to reach that skin myself. Mother’s largest word is considerate, written in her father’s blocky letters, filling […]",./scrape/jsonfiles/MoTaQeKoz0xvfkJxC+OeaECG1UE.json,True
WwGXRmRpVVNIkoQywEBx2n/6k84=,The Sycamore and the Sybil,Alix E Harrow,uncannymagazine.com,2020-03-03,,,,,,https://www.uncannymagazine.com/article/the-sycamore-and-the-sybil/,Uncanny Magazine,"(Content note: sexual coercion/assault and suicidal ideation.) Before I was a sycamore I was a woman, and before I was a woman I was a girl, and before I was a girl I was a wet seed wild in the hot-pulp belly of my mother. I remember it: a pulsing blackness, veins unfurling in […]",./scrape/jsonfiles/c1VYcVwd9Zj7Bp6rlKEyPZG7yoA.json,True
3KODhv/kLgadGy3oDmOspSxpbYc=,Beyond the Doll Forest,Marissa Lingen,uncannymagazine.com,2021-02-02,,,,,,https://www.uncannymagazine.com/article/beyond-the-doll-forest/,Uncanny Magazine,"Karin Ljusmåne had a dollhouse, but it was an afterthought, not the nursery centerpiece of my previous charges. What she really had was a doll forest. The acres of tiny wooden trees dominated her nursery, filling the space where ordinary children rode rocking horses and played blind-man’s-buff. It was remarkably like the forest where I […]",./scrape/jsonfiles/-5iMXf0DXtrTsToDbRhErF21oxE.json,True
QBsgTKgKvtqswe2nvtLQBRNjl/Q=,Towered,Tansy Rayner Roberts,uncannymagazine.com,2022-10-04,,,,,,https://www.uncannymagazine.com/article/towered/,Uncanny Magazine,"Day 1 I think I’ll grow my hair. Day 2 Should my hair be growing this fast? I wish I had someone to ask. But yesterday, it was above my shoulders, and today…well, today, it’s brushing the small of my back. How does hair even work, anyway? Day 3 I’ve got really good […]",./scrape/jsonfiles/RgL1lC3frqCf-PcOatIf1koHPUE.json,True
xauq4kYisIo0sazIx1twh3jM658=,Horsewoman,A M Dellamonica,uncannymagazine.com,2023-01-03,,,,,,https://www.uncannymagazine.com/article/horsewoman/,Uncanny Magazine,"“It was like this behind the Iron Curtain.” The woman in the grocery line was wearing a cowboy hat and had the leathery skin of someone who’d spent their entire life in the sun. Smoker skin, Payne’s mother had called it. She always loved finding ways to blame people for their misfortunes. Payne thought about […]",./scrape/jsonfiles/k64u6P7DaiU5mmCumyeE5EjlZSU.json,True
tcnCykk5XeH+3KVGk+TSPRdppaY=,"Silver Necklace, Golden Ring",Marie Brennan,uncannymagazine.com,2023-02-07,,,,,,https://www.uncannymagazine.com/article/silver-necklace-golden-ring/,Uncanny Magazine,"“He takes them for his servants, and never after are they seen again.” That was how the tale used to end, told by grannies at the fire, by performers at the fair. It always began with a young woman alone, working in the fields or carrying water from the well, on the first day of […]",./scrape/jsonfiles/8C72w5vryS4bvVLJ6ZWGrdGQMik.json,True
ZwSdIqSBRlA+VJ+MNtR41y4alLg=,The Witch Makes Her To-Do List,Theodora Goss,uncannymagazine.com,2023-02-07,,,,,,https://www.uncannymagazine.com/article/the-witch-makes-her-to-do-list/,Uncanny Magazine,"Check on the frogs in the pond, especially the one with the crooked leg, who can’t hop as far as the others. Ask them how they are doing, whether the dragonflies are plentiful this year, if any of them have turned into princes lately. They always croak at that, which is their way of laughing. […]",./scrape/jsonfiles/N43Fc11yat0XMFjCo0TNkmemrTc.json,True
J+ksJ3RDawjmHPH3w8xj+W2lcQ0=,With Cardamom I’ll Bind Their Lips,Beth Cato,uncannymagazine.com,2017-03-07,,,,,,https://www.uncannymagazine.com/article/cardamom-ill-bind-lips/,Uncanny Magazine,"In the spring after the war’s end, the soldiers’ spirits began to wander home, and Lady Magdalena bound their lips with cardamom so that they could not speak. “These souls walked for months, their only thought to return home. You must remember, little of their personality remains at this point. They are solid enough to […]",./scrape/jsonfiles/kIrKZPOyhjFWk4lgk5EyGsX0htk.json,True
Rjr3iAD3QVpQ1Uuyr4/VlsnHQWo=,The following parameters,Nicasio Andres Reed,uncannymagazine.com,2019-05-07,,,,,,https://www.uncannymagazine.com/article/the-following-parameters/,Uncanny Magazine,,./scrape/jsonfiles/PVuYku2UNDF21N0JNdSQ2zypTbY.json,True
lSebTVXPgMkJpTUMS635nH1jqR0=,In the House of the Seven Librarians,Ellen Klages,uncannymagazine.com,2015-04-07,,,,,,https://www.uncannymagazine.com/article/in-the-house-of-the-seven-librarians/,Uncanny Magazine,In the House of the Seven Librarians by Ellen Klages,./scrape/jsonfiles/156vawPFUx7aRA5vI5W7YOkBsWw.json,True
r3fNIaj344DAebClMzbAKN+Y71c=,The Construct’s Co-Emergence,Linda D Addison,uncannymagazine.com,2022-10-04,,,,,,https://www.uncannymagazine.com/article/the-constructs-co-emergence/,Uncanny Magazine,"E = mc2 to C me, beginnings are hidden promises, unplanned, untested, did U plan me first? I hold the Singularity in breath I do not possess, in imagination I control, […]",./scrape/jsonfiles/bJWxfSZCAjaRMrvRHuE0hcCcreY.json,True
QRyMRU5yS2P7zkUBdKHQLf2iGmw=,The Thirteenth Child,Mari Ness,uncannymagazine.com,2015-11-03,,,,,,https://www.uncannymagazine.com/article/the-thirteenth-child/,Uncanny Magazine,"If our thirteenth child is a girl, all her twelve brothers must die, so that she may be very rich, and the kingdom hers and hers alone. from Household Tales, collected by the Brothers Grimm. I never knew their names. Only twelve coffins in one straight line, filling the cold grey crypt. I […]",./scrape/jsonfiles/o-lrYsaGGQ6iS50XtuVqaBuL60Y.json,True
DvezctR7Ks53FYpni6JQiC4RNf4=,The Sea Never Says It Loves You,Fran Wilde,uncannymagazine.com,2018-03-06,,,,,,https://www.uncannymagazine.com/article/sea-never-says-loves/,Uncanny Magazine,You could go to school with the sea You might pass it in the hall. Maybe it asks you out. Maybe a movie or a dance—the waves curling about your ankles People looking at you weird But the water is warm and the salt spray tastes […],./scrape/jsonfiles/fu7-yLEjaWQ1MEjwYljnGeNCxSY.json,True
XQwGYuvH9N4cTLNiMxbJldSKjhQ=,And All the Trees of the Forest Shall Clap Their Hands,Sharon Hsu,uncannymagazine.com,2020-02-04,,,,,,https://www.uncannymagazine.com/article/and-all-the-trees-of-the-forest-shall-clap-their-hands/,Uncanny Magazine,"(Content note for incest and child death.) Well, Your Honours, it is true that I killed your child king, indeed it is true. You asked me how I came to know your tongue, before you put me in this cell. You broke my twig fingers one by one and asked me what I am, and what […]",./scrape/jsonfiles/vKds9i0wJvkCvKCYarV0pCAJLI8.json,True
AfZqcADRIXoOIrZN32qgutBuoWE=,Radioactivity,Octavia Cade,uncannymagazine.com,2021-08-03,,,,,,https://www.uncannymagazine.com/article/radioactivity/,Uncanny Magazine,"Data is not an element that has ever been bloodless. Ranunculus aquatilis and radium. One has petals that are pale in vases and reflect moonlight the other walks in empty spaces, and footprints glow behind it. Marie Curie was poisoned by her blood. She kept radium in her pocket it bit her with […]",./scrape/jsonfiles/OJVcocFWLIpv-08qQDKHma03fXQ.json,True
+ZiK9GnYTwiTL7w5sDI051N2CYY=,"Flower, Daughter, Soil, Seed",Eugenia Triantafyllou,uncannymagazine.com,2023-01-03,,,,,,https://www.uncannymagazine.com/article/flower-daughter-soil-seed/,Uncanny Magazine,"There isn’t a more resilient thing than a small flower. Your great-great-grandmother was a yellow daffodil. Where she was born people called her narcissus. Her many heads blossomed from a loamy opening in the forest on a particularly chill spring day. They rose hungrily, searching for a few precious rays of sunlight. Her stems pushed […]",./scrape/jsonfiles/+x3BVVf6KvrIlcVjeAEmzo-LyRU.json,True
EBBv2hcTFyK87CMu/gnH+O92154=,Dresses Like White Elephants,Meg Elison,uncannymagazine.com,2020-06-03,,,,,,https://www.uncannymagazine.com/article/dresses-like-white-elephants/,Uncanny Magazine,"(Content note: references to childhood sexual abuse, domestic violence, pregnancy loss.) Beni can always guess which ones are going to be the most expensive. If the girl had sprung for the keepsake rig—the plastic liner and the marbleized cardboard longbox to avoid creasing the bodice—that one was going to be pricey. It was also […]",./scrape/jsonfiles/6HyIeS8iXIdDs0ScHiX1BsiVcEU.json,True
4xunTCyZ2LxaJrBxZiQt75gn6YQ=,"Kannazuki, or the Godless Month",Betsy Aoki,uncannymagazine.com,2023-01-03,,,,,,https://www.uncannymagazine.com/article/kannazuki-or-the-godless-month/,Uncanny Magazine,"The moments turned in an instant; flash of anger in the eyes, sheen of a black gun barrel, safety off, bullets fired and fired and fired. The gods are not with us, they began traveling to Izumo. We all wanted food before we lost everything—sense of touch, taste, smell, the light inside our eyes dimming […]",./scrape/jsonfiles/hK6Dd2guyowWdIE6bj+VoGSk90Q.json,True
sA2+1+96W0XFZ+1ER7RL78sMTjM=,Abigail Dreams of Weather,Stu West,uncannymagazine.com,2018-10-02,,,,,,https://www.uncannymagazine.com/article/abigail-dreams-of-weather/,Uncanny Magazine,"Everything is broken. The screen that takes up one entire wall of the play area is broken, cracked from corner to corner. There’s nothing usable in the games and toys cupboard, which is piled high with neatly stacked boxes full of mismatched parts and flat batteries. The few handhelds that work at all are agonizingly […]",./scrape/jsonfiles/mu9+Gc-5u+1rkcXwX91QVZ7SDaA.json,True
kr18vY/9uXWR4LocfinOZpdhyas=,Compassionate Simulation,Rachel Swirsky; P H Lee,uncannymagazine.com,2019-07-02,,,,,,https://www.uncannymagazine.com/article/compassionate-simulation/,Uncanny Magazine,"(Content Note: Abuse) Static. Startle. Wait. Wait. You’re—wait. You? “—your grandfather always said it was okay to talk to yourself—” Yes. You. You are. You are floating. No, not floating—numb. No, not numb—nothing. You are nothing? No. Wait. “—to yourself as long as you don’t start answering—” Thinking hurts. “—You’d better show up before that […]",./scrape/jsonfiles/x4jiLoZpZtuLVzcw1btsDLkp1fo.json,True
Hh0V/0pBvoFVCAvkN5OSK0FrMNU=,Ye Highlands and Ye Lowlands,Seanan McGuire,uncannymagazine.com,2016-05-03,,,,,,https://www.uncannymagazine.com/article/ye-highlands-ye-lowlands/,Uncanny Magazine,"Ye Highlands and ye Lowlands, Oh, where have you been? They have slain the Earl of Moray, And they laid him on the green. —Child Ballad 181, “The Bonny Earl of Moray.” Things have consequences. Kids figure that out around the time they’re old enough to realize that when they touch a hot stove, they […]",./scrape/jsonfiles/dpcv3wcsMCPaRj8B6uSbq+4InTw.json,True
R5Go4crEbFHtL6P9zHP8yiqPGX8=,Listen,Karin Tidbeck,uncannymagazine.com,2018-10-02,,,,,,https://www.uncannymagazine.com/article/listen/,Uncanny Magazine,"Mika only visited Aino Korhonen ahead of time because he was in an upward swing. He had awoken with a longing to see people, talk to them, to be surrounded by life. All the interesting markets and people were up the spokes, so that’s where he went. Aino’s workshop lay in an artisan quarter on […]",./scrape/jsonfiles/hWZK5uXg+ybW4kOu1t9TsMRf+uU.json,True
Qj4uxH419/CYN2S4SiUNjbtTJk4=,Six Fictions About Unicorns,Rachael K Jones,uncannymagazine.com,2021-10-05,,,,,,https://www.uncannymagazine.com/article/six-fictions-about-unicorns/,Uncanny Magazine,"1. Your unicorn first finds you when you run away from home. You had planned to live forever in the woods. You packed all the necessities: three cans of baked beans, a packet of butter crackers, your insulin, a water bottle, your clarinet, your marching band shirt. You drew yourself a map on the endpaper […]",./scrape/jsonfiles/WvOYR1Ag82m5-2yZu8m9RYwS3BI.json,True
6Cg01KPmRTh4Rz35y1K12t+A0Kw=,Read Before Use,Chinelo Onwualu,uncannymagazine.com,2017-05-02,,,,,,https://www.uncannymagazine.com/article/read-before-use/,Uncanny Magazine,"The basement of Satellite City’s main library was made up of several levels dug deep into the earth. Even this early, several hours before dawn, each level was filled with scholars poring over old documents, students fetching and carrying, and stewards and handmaids scurrying about. Alia flashed her cartouche at the attendant on duty and […]",./scrape/jsonfiles/cFhZiBXtu0VBSJZNBupeuBlKmgM.json,True
4jitkHCc5I25PeNKuItay8DsEak=,“Eating Disorder” does not begin to describe it,R B Lemberg,uncannymagazine.com,2019-10-01,,,,,,https://www.uncannymagazine.com/article/eating-disorder-does-not-begin-to-describe-it/,Uncanny Magazine,"I unzip my body like a big soft sack, | looking for more things to sell—",./scrape/jsonfiles/yBVzxB-hR79St8by0WBryiYUEp4.json,True
52USFKf9llVqAENS5XqHVnzkb1A=,Domovoi,R B Lemberg,uncannymagazine.com,2017-08-01,,,,,,https://www.uncannymagazine.com/article/domovoi/,Uncanny Magazine,"Here I am, the understove-listener, the ancestral keeper of an indefinite gender and infinite hairiness who lives under your kitchen threshold, under your fridge, making your ice cubes perfectly square when you deign to pour yourself a drink: minimalist living requires an absence. I protect you while you sleep—but you want to wake up in […]",./scrape/jsonfiles/p+6ziEqd1HqGUWp51CWA-OaGxPw.json,True
b2iocbSz2H1xm4DXhx+7XdHxTiY=,The Infinite Endings of Elsie Chen,Kylie Lee Baker,uncannymagazine.com,2023-05-02,,,,,,https://www.uncannymagazine.com/article/the-infinite-endings-of-elsie-chen/,Uncanny Magazine,"Content Note: death, car accidents, drug overdose, murder, internalized homophobia, mentions of gun violence I am simply not the kind of person who dies. Even before the Monarch told me the truth, I knew it the way animals know to burrow into the earth before landslides, the way they taste storms on the wind […]",./scrape/jsonfiles/sFUDMv2C2SRMlGVZ8CB-z6jNsQQ.json,True
FiN1PftawLIADiOK/lPUb/gR1AU=,Elemental Love,Rachel Swirsky,uncannymagazine.com,2017-11-07,,,,,,https://www.uncannymagazine.com/article/elemental-love/,Uncanny Magazine,"Fifty-three percent: Water. Tasteless, odorless, almost colorless blue. A single oxygen atom with open arms, clasping hydrogen twins. The universal solvent, creating the specific you. Eighteen-and-a-half percent: Carbon. As graphite, soft enough to mark paper. In diamond, hard enough to withstand the pressure of six million atmospheres. In your body, the respiration of thirty-seven trillion […]",./scrape/jsonfiles/mjK9PHXZzERrjPRxSjygzD2jHco.json,True
TSAUGuKhqHiHpop2HGUt4ZjlGBk=,Wooden Feathers,Ursula Vernon,uncannymagazine.com,2015-11-03,,,,,,https://www.uncannymagazine.com/article/wooden-feathers/,Uncanny Magazine,"The carving was going badly. Sarah examined the duck decoy before her and sighed. The bill was shaped entirely wrong. It was supposed to be a mallard, but she hadn’t taken enough off before she began shaping and now the bill was half again as long as it should be. I’ll flare the bill and […]",./scrape/jsonfiles/GE123sL2olHH6a1X552KzhAUMbM.json,True
ubaozECxrDGL7axNStCv1TK1W0k=,Juvenilia,Lavie Tidhar,uncannymagazine.com,2020-10-06,,,,,,https://www.uncannymagazine.com/article/juvenilia/,Uncanny Magazine,"In the winter of 19–, having newly arrived in England, and still recovering from the nervous indisposition which had afflicted me greatly ever since my circumstances during the war, I responded to an advertisement placed in the Yorkshire Post, for the position of caretaker in an old, near-abandoned Elizabethan mansion called Wildfell Hall. Who in […]",./scrape/jsonfiles/mYSaM8Z7Ksw9s49IwTGgbqwJD+Q.json,True
g30iBYfr/aDm1vqexFilK2aWFxk=,The Ache of Home,Maurice Broaddus,uncannymagazine.com,2017-07-04,,,,,,https://www.uncannymagazine.com/article/the-ache-of-home/,Uncanny Magazine,"The Indy Metro bus came to a shuddering halt and deposited Celeste Burroughs at her stop. A plastic shelter enclosed a bench printed with the words “Embrace Mortality.” Celeste looped the cord of her earbuds around her thumb then unwound it, careful not to pull the cord free from her pocket, where it trailed, not […]",./scrape/jsonfiles/lbi5Wlx-pyE0XPUigRAtjcUMATM.json,True
PKKiuBl/1NVvIOEi00UbnlSwCuQ=,Ghost Champagne,Charlie Jane Anders,uncannymagazine.com,2015-08-04,,,,,,https://www.uncannymagazine.com/article/ghost-champagne/,Uncanny Magazine,"""Ghost Champagne"" by Charlie Jane Anders in Uncanny Magazine Issue Five.",./scrape/jsonfiles/EqBXRtKzseahfrrfc7ZmPb2o8q4.json,True
RuVDZ2Ki4uyXTNW62HG8QOeno3w=,Dustdaughter,Inda Lauryn,uncannymagazine.com,2019-02-05,,,,,,https://www.uncannymagazine.com/article/dustdaughter/,Uncanny Magazine,"“What’s your name, girl?” “Dust.” “Dust! What kinda people named they child Dust!” She sat in thought a moment, recalling what her wayfaring aunt she rarely saw told her to say whenever someone questioned her name, if she could remember it all. “It’s short for Dustdaughter…” “That’s a heavy name for a child.” “My daddy […]",./scrape/jsonfiles/FKopIi9EyGmpecia+I-t9lj3nlA.json,True
e1aR3HOBLDRUQ5USdGbmgihz5VU=,Laws of Impermanence,Kenneth Schneyer,uncannymagazine.com,2020-09-01,,,,,,https://www.uncannymagazine.com/article/laws-of-impermanence/,Uncanny Magazine,"(Content note: domestic violence/murder) It is said that Archimedes was asked by the King of Syracuse to authenticate a manuscript. King Hiero had received what purported to be Alexander of Macedon’s own copy of the Iliad, brought out from the Library at Alexandria itself. He sent envoys to Egypt to ask whether Alexander’s Iliad had […]",./scrape/jsonfiles/DDj5kqJzpa-QMqnpfiaYWFCfutU.json,True
7PzRlXiFZzUU/aTVT9yHQxmTiYU=,For All My Missing Jiejies and Ayis,Sharon Hsu,uncannymagazine.com,2017-11-07,,,,,,https://www.uncannymagazine.com/article/missing-jiejies-ayis/,Uncanny Magazine,"Her face is a dark smudge on a white milk carton. Her face is a pale circle underneath blue ice. Her face is a perfect blank of negative space, because the casting call read white actresses, ages 16-32, only. Her body is only a tangle of limbs in the cavern of a trunk, in the […]",./scrape/jsonfiles/ltsXoefhWap5Nj1zdbIbg2fxtqc.json,True
oUL8l+GIBd9TmaEMkvYnmrZZMvM=,An Abundance of Fish,S Qiouyi Lu,uncannymagazine.com,2017-04-04,,,,,,https://www.uncannymagazine.com/article/an-abundance-of-fish/,Uncanny Magazine,"Spring festival, before the fish arrive: Teresa Teng croons from the radio; I hum along as I hang paper decorations, the reds and golds bright against our cream-colored walls. You’re in the kitchen making dinner—Shanghai-style sauteéd niangao, braised cod, stir-fried green beans. Sizzle, pop. Water runs from the sink, interrupting the music for a moment, […]",./scrape/jsonfiles/31gdspmLplG0zpc4fFZIttFiCrU.json,True
MJIDXu71bnPh6h6RJb+VjU2vGZo=,What Gentle Women Dare,Kelly Robson,uncannymagazine.com,2018-06-05,,,,,,https://www.uncannymagazine.com/article/what-gentle-women-dare/,Uncanny Magazine,"Liverpool, Midsummer, 1763 When Satan himself came to Lolly, she didn’t recognize him. She wasn’t on her guard—hadn’t been for years. Why should she be? Her immortal soul had long since drowned in rum and rotted under gobs of treacle toffee. If any scrap was left, it was too dry and leathery to tempt evil. […]",./scrape/jsonfiles/PVjJ1Unf2P1slFuesxqQ49BQI3g.json,True
3Ex2b4KyMa7Xa8X4PUu79RKtUvE=,A Sharp Breath of Birds,Tina Connolly,uncannymagazine.com,2019-03-05,,,,,,https://www.uncannymagazine.com/article/a-sharp-breath-of-birds/,Uncanny Magazine,"You are two on the day you see your first personal bird. It is the sort of thing you barely remember later, at six, seven, twenty. And yet you cling to it as your first memory: a sleek black penguin waddling through your nursery, it in black, you in white lace, mended and re-mended because […]",./scrape/jsonfiles/kPYFvSSoh8Qo3ATBQEIfU7wsmDg.json,True
rypC6SMn1W/FQUkrMdu+4PLr/VI=,Translatio Corporis,Kat Howard,uncannymagazine.com,2015-03-03,,,,,,https://www.uncannymagazine.com/article/translatio-corporis/,Uncanny Magazine,"Translatio Corporis by Kat Howard, Uncanny Magazine Issue Three",./scrape/jsonfiles/hOL9jVL8tIDVVxuC261MdISuwDg.json,True
gjCDiTnBQgr9NOO025k5gus/IHY=,Seed and Cinder,Jei D Marcade,uncannymagazine.com,2019-09-03,,,,,,https://www.uncannymagazine.com/article/seed-and-cinder/,Uncanny Magazine,"One night on the mountain, you eat his death. You don’t know what compels you to do it. It has been a trying day. Anyone might have committed the same thoughtless act of petty retaliation.",./scrape/jsonfiles/luz09PRlZNYbWflAYRAYCHdmcG4.json,True
Rs9CsPw0SEcv8bG0zkVYkcD/cxQ=,"Earth Dragon, Turning",Anya Ow,uncannymagazine.com,2022-12-06,,,,,,https://www.uncannymagazine.com/article/earth-dragon-turning/,Uncanny Magazine,"Downwind from the encampment, the wind stank of refuse. The stench of people weeks into an unwashed trek intensified as Yue Ling limped out of the tree line, raising her hands over her head as she slowly approached the sentries. Both were young, younger than her oldest nephews. They straightened as she got close, hands […]",./scrape/jsonfiles/1-Ln42c0jaXV75yGIbscLqCCHto.json,True
OSPoz2dHE66pK6fsPrpdH1G16oI=,What Grew,Sarah Gailey,uncannymagazine.com,2018-06-05,,,,,,https://www.uncannymagazine.com/article/what-grew/,Uncanny Magazine,"Before I knew I was pregnant I would stand before the mirror and wonder why I was different why I was growing what was wrong with my too-small skin. “Probably,” (they said, with certainty in their voices, as if they had ever felt anything like what I was feeling) “Probably you do not have a […]",./scrape/jsonfiles/HPdCX9Bn1auYsJXZXIap+6dAzUU.json,True
0EcFcOntExyysWlSUd+b3wGJ8ls=,"Your Slaughterhouse, Your Killing Floor",Sunny Moraine,uncannymagazine.com,2018-02-06,,,,,,https://www.uncannymagazine.com/article/slaughterhouse-killing-floor/,Uncanny Magazine,"This is where the evening splits in half, Henry, love or death. Grab an end, pull hard, and make a wish. —Richard Siken, “Wishbone” A girl walks into a bar. She grabs her forehead and yells “motherFUCK” and the bar and everything around it except for the girl explodes in a blast that vaporizes half […]",./scrape/jsonfiles/OWCLfN2nmPItSYRpJgdxQXr9j5w.json,True
S3lb0j9YYBcxuKSaE2VWOzsHITQ=,Badass Moms in the Zombie Apocalypse,Rae Carson,uncannymagazine.com,2020-01-07,,,,,,https://www.uncannymagazine.com/article/badass-moms-in-the-zombie-apocalypse/,Uncanny Magazine,"My labor pangs are mild at first. They’re intense, sure, but it’s mostly warmth and pressure like my abdomen is hugging itself. I’ve got time. Hours maybe, before I have to flee the enclave and get myself to the birthing hideout. In the meantime, I’m in our makeshift infirmary, trying to get water past old […]",./scrape/jsonfiles/PHihErusjwnasyg4GWRtlqM+9QE.json,True
